iter	Passed	Remaining
1685	8703	17107
1686	8704	17093
1687	8710	17090
1688	8716	17087
1689	8720	17079
1690	8726	17076
1691	8727	17062
1692	8728	17049
1693	8734	17047
1694	8741	17044
1695	8747	17041
1696	8753	17038
1697	8757	17029
1698	8763	17026
1699	8770	17024
1700	8776	17020
1701	8782	17018
1702	8789	17016
1703	8796	17013
1704	8802	17011
1705	8809	17009
1706	8816	17007
1707	8822	17004
1708	8829	17001
1709	8835	16998
1710	8841	16996
1711	8848	16993
1712	8854	16990
1713	8861	16988
1714	8867	16985
1715	8873	16981
1716	8880	16979
1717	8886	16976
1718	8893	16974
1719	8899	16971
1720	8906	16968
1721	8910	16961
1722	8913	16952
1723	8919	16949
1724	8926	16946
1725	8932	16943
1726	8938	16940
1727	8944	16937
1728	8950	16933
1729	8954	16925
1730	8961	16923
1731	8967	16919
1732	8970	16911
1733	8977	16908
1734	8983	16905
1735	8989	16902
1736	8996	16900
1737	9002	16897
1738	9003	16883
1739	9004	16870
1740	9011	16867
1741	9017	16864
1742	9024	16862
1743	9030	16860
1744	9031	16846
1745	9037	16843
1746	9044	16840
1747	9045	16827
1748	9051	16824
1749	9052	16811
1750	9059	16809
1751	9065	16806
1752	9071	16803
1753	9073	16792
1754	9080	16789
1755	9086	16787
1756	9093	16784
1757	9099	16781
1758	9100	16767
1759	9106	16764
1760	9107	16750
1761	9113	16747
1762	9116	16739
1763	9122	16735
1764	9129	16732
1765	9135	16730
1766	9137	16717
1767	9137	16704
1768	9143	16700
1769	9150	16697
1770	9156	16695
1771	9160	16686
1772	9166	16683
1773	9172	16680
1774	9179	16677
1775	9185	16674
1776	9192	16671
1777	9193	16660
1778	9199	16656
1779	9206	16654
1780	9212	16651
1781	9219	16648
1782	9222	16639
1783	9228	16636
1784	9235	16634
1785	9241	16631
1786	9248	16627
1787	9254	16625
1788	9255	16611
1789	9261	16608
1790	9268	16605
1791	9274	16603
1792	9280	16600
1793	9287	16597
1794	9294	16594
1795	9300	16591
1796	9306	16588
1797	9313	16585
1798	9319	16582
1799	9320	16570
1800	9326	16566
1801	9333	16563
1802	9339	16560
1803	9345	16556
1804	9352	16553
1805	9358	16550
1806	9364	16546
1807	9370	16543
1808	9377	16541
1809	9383	16538
1810	9390	16535
1811	9391	16523
1812	9392	16510
1813	9398	16507
1814	9399	16494
1815	9406	16491
1816	9412	16488
1817	9418	16485
1818	9424	16481
1819	9426	16469
1820	9432	16466
1821	9438	16463
1822	9445	16460
1823	9451	16457
1824	9457	16453
1825	9463	16450
1826	9466	16439
1827	9472	16436
1828	9478	16433
1829	9484	16430
1830	9491	16427
1831	9498	16424
1832	9504	16421
1833	9505	16408
1834	9511	16404
1835	9517	16401
1836	9524	16399
1837	9525	16387
1838	9527	16376
1839	9533	16373
1840	9540	16369
1841	9546	16366
1842	9552	16362
1843	9558	16359
1844	9565	16356
1845	9565	16343
1846	9572	16340
1847	9578	16337
1848	9585	16334
1849	9591	16330
1850	9591	16317
1851	9598	16314
1852	9604	16312
1853	9611	16308
1854	9617	16305
1855	9623	16302
1856	9630	16299
1857	9630	16286
1858	9637	16283
1859	9643	16280
1860	9650	16277
1861	9653	16269
1862	9660	16266
1863	9666	16263
1864	9669	16254
1865	9671	16242
1866	9677	16239
1867	9683	16236
1868	9690	16233
1869	9696	16230
1870	9703	16227
1871	9709	16223
1872	9715	16220
1873	9721	16216
1874	9728	16213
1875	9731	16205
1876	9737	16201
1877	9739	16190
1878	9745	16187
1879	9752	16184
1880	9758	16181
1881	9760	16171
1882	9766	16167
1883	9773	16164
1884	9779	16160
1885	9781	16150
1886	9783	16139
1887	9783	16126
1888	9790	16123
1889	9791	16111
1890	9793	16100
1891	9799	16097
1892	9806	16094
1893	9812	16092
1894	9819	16089
1895	9826	16087
1896	9829	16078
1897	9836	16075
1898	9842	16072
1899	9849	16069
1900	9855	16066
1901	9861	16063
1902	9862	16051
1903	9869	16048
1904	9876	16045
1905	9882	16042
1906	9883	16030
1907	9890	16027
1908	9896	16024
1909	9902	16020
1910	9909	16018
1911	9916	16015
1912	9918	16005
1913	9924	16001
1914	9930	15998
1915	9937	15995
1916	9943	15991
1917	9949	15988
1918	9953	15980
1919	9960	15977
1920	9966	15975
1921	9970	15967
1922	9976	15963
1923	9977	15951
1924	9983	15948
1925	9990	15945
1926	9997	15942
1927	10003	15939
1928	10009	15936
1929	10016	15933
1930	10023	15930
1931	10026	15922
1932	10032	15918
1933	10034	15908
1934	10041	15904
1935	10047	15901
1936	10053	15897
1937	10059	15894
1938	10066	15891
1939	10073	15888
1940	10079	15885
1941	10086	15882
1942	10086	15870
1943	10090	15862
1944	10092	15851
1945	10098	15848
1946	10105	15845
1947	10111	15842
1948	10118	15839
1949	10119	15827
1950	10122	15819
1951	10128	15816
1952	10135	15812
1953	10141	15809
1954	10148	15806
1955	10154	15802
1956	10160	15799
1957	10166	15795
1958	10172	15791
1959	10179	15788
1960	10185	15785
1961	10192	15781
1962	10198	15777
1963	10204	15774
1964	10210	15771
1965	10215	15764
1966	10219	15757
1967	10225	15753
1968	10231	15749
1969	10238	15747
1970	10244	15743
1971	10250	15739
1972	10256	15735
1973	10262	15732
1974	10263	15720
1975	10267	15712
1976	10273	15708
1977	10280	15706
1978	10281	15694
1979	10287	15690
1980	10294	15687
1981	10300	15684
1982	10307	15681
1983	10313	15678
1984	10320	15675
1985	10326	15671
1986	10332	15668
1987	10339	15664
1988	10345	15661
1989	10351	15657
1990	10358	15654
1991	10359	15642
1992	10365	15639
1993	10372	15636
1994	10378	15632
1995	10384	15629
1996	10391	15625
1997	10392	15614
1998	10398	15610
1999	10404	15606
2000	10410	15603
2001	10417	15599
2002	10423	15595
2003	10426	15587
2004	10432	15583
2005	10436	15576
2006	10436	15563
2007	10442	15559
2008	10448	15556
2009	10455	15553
2010	10456	15541
2011	10459	15533
2012	10465	15529
2013	10472	15526
2014	10478	15522
2015	10484	15519
2016	10490	15515
2017	10498	15513
2018	10504	15509
2019	10510	15506
2020	10516	15501
2021	10523	15498
2022	10525	15488
2023	10531	15484
2024	10537	15481
2025	10543	15477
2026	10550	15473
2027	10556	15469
2028	10562	15466
2029	10568	15462
2030	10572	15455
2031	10579	15452
2032	10585	15448
2033	10592	15446
2034	10593	15434
2035	10595	15424
2036	10601	15420
2037	10602	15409
2038	10603	15398
2039	10610	15394
2040	10616	15390
2041	10622	15387
2042	10628	15383
2043	10635	15380
2044	10638	15372
2045	10638	15360
2046	10645	15356
2047	10648	15348
2048	10655	15345
2049	10661	15342
2050	10667	15338
2051	10674	15335
2052	10680	15331
2053	10687	15328
2054	10693	15324
2055	10695	15315
2056	10696	15303
2057	10702	15299
2058	10703	15288
2059	10710	15285
2060	10716	15282
2061	10717	15270
2062	10723	15266
2063	10729	15262
2064	10731	15252
2065	10737	15249
2066	10744	15245
2067	10750	15241
2068	10756	15238
2069	10763	15234
2070	10769	15231
2071	10776	15228
2072	10784	15228
2073	10791	15225
2074	10798	15222
2075	10806	15220
2076	10813	15217
2077	10819	15214
2078	10826	15211
2079	10833	15209
2080	10840	15206
2081	10847	15203
2082	10853	15199
2083	10860	15196
2084	10867	15193
2085	10873	15190
2086	10880	15186
2087	10886	15183
2088	10887	15171
2089	10888	15161
2090	10894	15156
2091	10901	15153
2092	10907	15150
2093	10914	15146
2094	10916	15137
2095	10922	15133
2096	10929	15129
2097	10935	15125
2098	10941	15122
2099	10948	15119
2100	10955	15116
2101	10961	15113
2102	10968	15109
2103	10969	15099
2104	10976	15095
2105	10982	15091
2106	10989	15088
2107	10989	15077
2108	10996	15073
2109	11002	15069
2110	11009	15066
2111	11015	15063
2112	11022	15060
2113	11029	15057
2114	11035	15053
2115	11042	15050
2116	11048	15046
2117	11055	15043
2118	11061	15039
2119	11068	15036
2120	11074	15032
2121	11075	15021
2122	11076	15010
2123	11082	15006
2124	11089	15003
2125	11096	15000
2126	11102	14996
2127	11103	14985
2128	11106	14977
2129	11113	14974
2130	11120	14971
2131	11126	14967
2132	11132	14963
2133	11138	14959
2134	11145	14956
2135	11151	14952
2136	11158	14948
2137	11159	14938
2138	11165	14934
2139	11171	14930
2140	11173	14920
2141	11179	14916
2142	11180	14904
2143	11186	14901
2144	11192	14897
2145	11199	14894
2146	11200	14883
2147	11207	14880
2148	11209	14871
2149	11215	14867
2150	11221	14863
2151	11227	14859
2152	11234	14855
2153	11240	14851
2154	11246	14847
2155	11252	14843
2156	11256	14835
2157	11256	14824
2158	11263	14820
2159	11269	14817
2160	11276	14813
2161	11282	14810
2162	11289	14807
2163	11296	14804
2164	11302	14799
2165	11308	14796
2166	11315	14793
2167	11316	14781
2168	11323	14779
2169	11329	14775
2170	11336	14772
2171	11343	14769
2172	11349	14765
2173	11356	14762
2174	11359	14754
2175	11366	14751
2176	11373	14748
2177	11379	14744
2178	11386	14740
2179	11392	14737
2180	11399	14734
2181	11400	14723
2182	11406	14719
2183	11407	14708
2184	11413	14704
2185	11419	14700
2186	11421	14690
2187	11422	14679
2188	11428	14675
2189	11434	14671
2190	11441	14668
2191	11442	14657
2192	11448	14653
2193	11448	14642
2194	11455	14638
2195	11458	14631
2196	11464	14627
2197	11465	14616
2198	11471	14612
2199	11478	14608
2200	11479	14598
2201	11485	14594
2202	11492	14590
2203	11498	14587
2204	11499	14576
2205	11506	14573
2206	11507	14562
2207	11513	14559
2208	11520	14555
2209	11526	14551
2210	11527	14541
2211	11533	14536
2212	11540	14533
2213	11546	14530
2214	11553	14526
2215	11559	14522
2216	11565	14518
2217	11568	14510
2218	11575	14506
2219	11581	14502
2220	11587	14498
2221	11590	14491
2222	11597	14487
2223	11603	14483
2224	11610	14480
2225	11617	14477
2226	11623	14473
2227	11624	14462
2228	11630	14458
2229	11637	14455
2230	11640	14447
2231	11646	14443
2232	11653	14440
2233	11659	14436
2234	11666	14432
2235	11672	14428
2236	11678	14425
2237	11685	14421
2238	11686	14410
2239	11692	14406
2240	11698	14402
2241	11705	14399
2242	11711	14395
2243	11712	14385
2244	11713	14374
2245	11719	14370
2246	11723	14362
2247	11724	14352
2248	11729	14348
2249	11736	14344
2250	11742	14340
2251	11749	14336
2252	11755	14332
2253	11761	14328
2254	11768	14325
2255	11775	14322
2256	11781	14318
2257	11787	14314
2258	11788	14303
2259	11790	14294
2260	11796	14290
2261	11802	14286
2262	11806	14278
2263	11809	14271
2264	11815	14267
2265	11821	14263
2266	11828	14260
2267	11835	14256
2268	11841	14252
2269	11848	14249
2270	11849	14239
2271	11855	14234
2272	11861	14230
2273	11868	14227
2274	11868	14216
2275	11874	14212
2276	11881	14208
2277	11887	14204
2278	11893	14200
2279	11897	14193
2280	11898	14183
2281	11904	14178
2282	11906	14169
2283	11907	14159
2284	11909	14150
2285	11912	14142
2286	11918	14138
2287	11919	14128
2288	11926	14124
2289	11932	14120
2290	11938	14116
2291	11940	14107
2292	11941	14097
2293	11947	14093
2294	11953	14089
2295	11957	14081
2296	11963	14078
2297	11970	14074
2298	11976	14070
2299	11983	14068
2300	11991	14065
2301	11997	14061
2302	12003	14057
2303	12010	14053
2304	12016	14049
2305	12022	14045
2306	12029	14041
2307	12035	14037
2308	12041	14034
2309	12048	14030
2310	12055	14026
2311	12055	14016
2312	12061	14012
2313	12068	14008
2314	12074	14004
2315	12080	14000
2316	12087	13997
2317	12089	13988
2318	12096	13984
2319	12102	13980
2320	12109	13977
2321	12115	13973
2322	12122	13970
2323	12129	13966
2324	12136	13963
2325	12142	13959
2326	12143	13949
2327	12149	13945
2328	12156	13941
2329	12162	13937
2330	12169	13933
2331	12175	13929
2332	12176	13919
2333	12182	13915
2334	12188	13911
2335	12194	13907
2336	12201	13903
2337	12204	13896
2338	12211	13892
2339	12217	13888
2340	12224	13884
2341	12230	13880
2342	12236	13876
2343	12242	13872
2344	12249	13868
2345	12250	13859
2346	12256	13854
2347	12258	13845
2348	12264	13840
2349	12270	13837
2350	12276	13833
2351	12283	13829
2352	12290	13826
2353	12293	13818
2354	12300	13814
2355	12306	13810
2356	12313	13807
2357	12320	13803
2358	12326	13800
2359	12333	13796
2360	12339	13792
2361	12346	13789
2362	12352	13785
2363	12358	13781
2364	12365	13776
2365	12372	13773
2366	12378	13769
2367	12384	13765
2368	12387	13757
2369	12394	13754
2370	12400	13749
2371	12403	13742
2372	12410	13738
2373	12416	13734
2374	12420	13727
2375	12427	13724
2376	12433	13720
2377	12440	13716
2378	12440	13706
2379	12447	13702
2380	12453	13698
2381	12460	13694
2382	12466	13690
2383	12472	13685
2384	12474	13677
2385	12480	13673
2386	12482	13663
2387	12488	13659
2388	12490	13650
2389	12493	13643
2390	12500	13639
2391	12506	13635
2392	12512	13631
2393	12519	13628
2394	12526	13624
2395	12531	13619
2396	12532	13609
2397	12538	13605
2398	12545	13601
2399	12552	13598
2400	12552	13587
2401	12558	13583
2402	12562	13576
2403	12564	13568
2404	12571	13564
2405	12577	13560
2406	12584	13556
2407	12590	13552
2408	12597	13548
2409	12603	13544
2410	12609	13540
2411	12616	13536
2412	12622	13532
2413	12628	13528
2414	12635	13524
2415	12641	13520
2416	12643	13511
2417	12649	13507
2418	12656	13503
2419	12662	13499
2420	12669	13496
2421	12670	13486
2422	12676	13482
2423	12683	13478
2424	12689	13474
2425	12695	13470
2426	12702	13466
2427	12708	13462
2428	12712	13455
2429	12715	13448
2430	12721	13443
2431	12727	13439
2432	12734	13436
2433	12742	13433
2434	12749	13429
2435	12752	13423
2436	12753	13412
2437	12759	13408
2438	12761	13400
2439	12768	13396
2440	12775	13393
2441	12781	13389
2442	12788	13385
2443	12795	13381
2444	12801	13377
2445	12807	13373
2446	12813	13368
2447	12820	13364
2448	12826	13360
2449	12832	13356
2450	12834	13347
2451	12840	13343
2452	12844	13336
2453	12850	13332
2454	12856	13328
2455	12863	13324
2456	12870	13320
2457	12873	13313
2458	12880	13309
2459	12881	13300
2460	12887	13295
2461	12893	13291
2462	12900	13287
2463	12906	13283
2464	12912	13279
2465	12919	13276
2466	12925	13271
2467	12926	13261
2468	12932	13257
2469	12939	13253
2470	12942	13246
2471	12948	13242
2472	12954	13237
2473	12956	13228
2474	12962	13224
2475	12968	13219
2476	12968	13209
2477	12974	13205
2478	12981	13201
2479	12987	13197
2480	12988	13187
2481	12995	13184
2482	13002	13180
2483	13008	13176
2484	13012	13169
2485	13018	13165
2486	13024	13160
2487	13025	13151
2488	13027	13142
2489	13033	13138
2490	13040	13134
2491	13047	13131
2492	13053	13126
2493	13059	13122
2494	13066	13118
2495	13072	13114
2496	13078	13110
2497	13085	13106
2498	13091	13101
2499	13097	13097
2500	13103	13093
2501	13104	13083
2502	13111	13079
2503	13117	13075
2504	13123	13071
2505	13130	13067
2506	13136	13063
2507	13143	13059
2508	13149	13055
2509	13150	13045
2510	13156	13041
2511	13163	13037
2512	13169	13033
2513	13176	13029
2514	13183	13026
2515	13189	13022
2516	13196	13017
2517	13202	13014
2518	13209	13009
2519	13215	13006
2520	13222	13002
2521	13229	12998
2522	13235	12994
2523	13242	12990
2524	13249	12987
2525	13257	12984
2526	13257	12974
2527	13261	12967
2528	13268	12963
2529	13274	12959
2530	13281	12955
2531	13287	12951
2532	13294	12947
2533	13295	12938
2534	13296	12929
2535	13303	12925
2536	13306	12918
2537	13307	12908
2538	13313	12904
2539	13319	12900
2540	13326	12896
2541	13332	12892
2542	13338	12887
2543	13345	12883
2544	13351	12879
2545	13357	12875
2546	13363	12870
2547	13370	12866
2548	13372	12858
2549	13378	12854
2550	13380	12845
2551	13386	12840
2552	13392	12836
2553	13398	12832
2554	13405	12827
2555	13411	12823
2556	13417	12819
2557	13424	12815
2558	13430	12811
2559	13437	12807
2560	13444	12803
2561	13450	12799
2562	13456	12795
2563	13463	12791
2564	13470	12787
2565	13476	12783
2566	13483	12779
2567	13489	12775
2568	13490	12765
2569	13496	12761
2570	13503	12757
2571	13510	12754
2572	13512	12745
2573	13518	12741
2574	13519	12731
2575	13522	12724
2576	13529	12720
2577	13535	12716
2578	13541	12712
2579	13543	12703
2580	13549	12699
2581	13555	12694
2582	13562	12691
2583	13568	12686
2584	13570	12677
2585	13576	12673
2586	13582	12669
2587	13589	12665
2588	13596	12661
2589	13602	12657
2590	13609	12653
2591	13615	12649
2592	13622	12645
2593	13629	12641
2594	13629	12631
2595	13636	12627
2596	13642	12623
2597	13643	12614
2598	13644	12604
2599	13650	12600
2600	13657	12596
2601	13663	12592
2602	13670	12588
2603	13676	12584
2604	13680	12577
2605	13686	12573
2606	13689	12565
2607	13695	12561
2608	13701	12556
2609	13708	12552
2610	13709	12543
2611	13715	12539
2612	13722	12535
2613	13724	12527
2614	13730	12522
2615	13736	12518
2616	13742	12513
2617	13748	12509
2618	13751	12501
2619	13752	12492
2620	13758	12487
2621	13764	12483
2622	13771	12479
2623	13773	12471
2624	13778	12466
2625	13785	12462
2626	13791	12458
2627	13792	12449
2628	13795	12442
2629	13802	12437
2630	13804	12429
2631	13810	12425
2632	13817	12421
2633	13824	12417
2634	13831	12414
2635	13838	12410
2636	13844	12406
2637	13851	12401
2638	13857	12397
2639	13858	12388
2640	13864	12383
2641	13870	12379
2642	13876	12375
2643	13883	12370
2644	13889	12366
2645	13895	12362
2646	13902	12358
2647	13908	12353
2648	13914	12349
2649	13920	12345
2650	13927	12340
2651	13934	12337
2652	13937	12330
2653	13944	12325
2654	13947	12319
2655	13954	12314
2656	13960	12310
2657	13966	12306
2658	13967	12297
2659	13974	12293
2660	13980	12289
2661	13987	12284
2662	13993	12280
2663	13999	12275
2664	14006	12271
2665	14012	12267
2666	14015	12260
2667	14021	12255
2668	14028	12251
2669	14034	12247
2670	14041	12243
2671	14047	12239
2672	14053	12234
2673	14060	12230
2674	14063	12223
2675	14069	12219
2676	14076	12214
2677	14082	12210
2678	14088	12206
2679	14092	12199
2680	14092	12189
2681	14099	12185
2682	14099	12176
2683	14106	12172
2684	14106	12162
2685	14108	12154
2686	14114	12150
2687	14121	12146
2688	14128	12142
2689	14135	12138
2690	14141	12133
2691	14148	12130
2692	14156	12126
2693	14162	12122
2694	14163	12113
2695	14169	12109
2696	14170	12100
2697	14176	12095
2698	14182	12091
2699	14186	12084
2700	14192	12080
2701	14198	12075
2702	14205	12071
2703	14211	12067
2704	14217	12062
2705	14218	12053
2706	14225	12049
2707	14231	12045
2708	14238	12041
2709	14244	12037
2710	14251	12032
2711	14257	12028
2712	14263	12024
2713	14267	12017
2714	14273	12012
2715	14280	12008
2716	14286	12004
2717	14293	12000
2718	14299	11996
2719	14306	11991
2720	14312	11987
2721	14319	11983
2722	14325	11979
2723	14332	11974
2724	14338	11970
2725	14341	11963
2726	14348	11959
2727	14351	11952
2728	14357	11948
2729	14364	11943
2730	14365	11935
2731	14371	11930
2732	14378	11926
2733	14378	11917
2734	14382	11910
2735	14388	11906
2736	14395	11902
2737	14402	11898
2738	14408	11893
2739	14414	11889
2740	14421	11885
2741	14427	11880
2742	14429	11872
2743	14436	11868
2744	14442	11864
2745	14448	11860
2746	14455	11855
2747	14461	11851
2748	14467	11846
2749	14474	11842
2750	14480	11838
2751	14487	11833
2752	14493	11829
2753	14500	11825
2754	14507	11821
2755	14513	11817
2756	14520	11813
2757	14527	11809
2758	14533	11805
2759	14540	11800
2760	14540	11791
2761	14547	11787
2762	14548	11778
2763	14554	11773
2764	14560	11769
2765	14566	11765
2766	14574	11761
2767	14580	11757
2768	14582	11749
2769	14588	11744
2770	14594	11740
2771	14600	11735
2772	14602	11726
2773	14608	11722
2774	14615	11718
2775	14621	11714
2776	14628	11709
2777	14634	11705
2778	14636	11697
2779	14642	11693
2780	14650	11689
2781	14653	11683
2782	14660	11678
2783	14666	11674
2784	14673	11670
2785	14680	11666
2786	14681	11657
2787	14687	11653
2788	14694	11648
2789	14700	11644
2790	14706	11639
2791	14713	11635
2792	14719	11631
2793	14725	11626
2794	14731	11622
2795	14738	11617
2796	14744	11613
2797	14751	11609
2798	14754	11602
2799	14761	11598
2800	14767	11593
2801	14770	11586
2802	14771	11578
2803	14777	11573
2804	14784	11569
2805	14790	11564
2806	14794	11558
2807	14800	11553
2808	14806	11549
2809	14813	11544
2810	14819	11540
2811	14826	11536
2812	14832	11531
2813	14838	11526
2814	14844	11522
2815	14850	11517
2816	14851	11509
2817	14858	11504
2818	14864	11500
2819	14870	11495
2820	14877	11491
2821	14883	11487
2822	14889	11482
2823	14896	11478
2824	14903	11474
2825	14909	11469
2826	14915	11465
2827	14921	11460
2828	14922	11451
2829	14923	11443
2830	14924	11434
2831	14930	11429
2832	14936	11425
2833	14942	11420
2834	14949	11416
2835	14956	11412
2836	14962	11407
2837	14968	11403
2838	14974	11398
2839	14981	11394
2840	14982	11385
2841	14988	11381
2842	14995	11376
2843	15001	11372
2844	15007	11367
2845	15013	11363
2846	15020	11358
2847	15026	11354
2848	15032	11349
2849	15034	11342
2850	15040	11337
2851	15047	11332
2852	15053	11328
2853	15060	11324
2854	15066	11319
2855	15073	11315
2856	15079	11310
2857	15085	11305
2858	15087	11298
2859	15093	11293
2860	15099	11289
2861	15106	11284
2862	15113	11280
2863	15119	11276
2864	15125	11271
2865	15131	11266
2866	15137	11262
2867	15144	11257
2868	15150	11253
2869	15151	11245
2870	15157	11240
2871	15164	11236
2872	15170	11231
2873	15177	11227
2874	15183	11222
2875	15189	11218
2876	15196	11213
2877	15202	11209
2878	15205	11202
2879	15206	11193
2880	15213	11189
2881	15216	11182
2882	15222	11178
2883	15228	11173
2884	15235	11169
2885	15241	11164
2886	15247	11159
2887	15254	11155
2888	15260	11150
2889	15263	11144
2890	15270	11139
2891	15276	11135
2892	15283	11130
2893	15289	11126
2894	15295	11121
2895	15302	11117
2896	15306	11110
2897	15312	11106
2898	15318	11102
2899	15325	11097
2900	15326	11089
2901	15332	11084
2902	15338	11080
2903	15344	11075
2904	15351	11070
2905	15357	11066
2906	15364	11062
2907	15370	11057
2908	15377	11053
2909	15378	11044
2910	15384	11040
2911	15390	11035
2912	15397	11031
2913	15404	11027
2914	15410	11022
2915	15416	11018
2916	15417	11009
2917	15424	11005
2918	15425	10997
2919	15431	10992
2920	15438	10987
2921	15444	10983
2922	15451	10979
2923	15452	10970
2924	15458	10966
2925	15464	10961
2926	15471	10957
2927	15477	10952
2928	15483	10947
2929	15484	10939
2930	15490	10934
2931	15491	10926
2932	15494	10919
2933	15501	10915
2934	15508	10911
2935	15515	10907
2936	15516	10898
2937	15522	10894
2938	15524	10886
2939	15530	10882
2940	15537	10877
2941	15544	10873
2942	15546	10866
2943	15552	10861
2944	15559	10857
2945	15566	10853
2946	15573	10848
2947	15579	10844
2948	15583	10837
2949	15589	10833
2950	15595	10828
2951	15602	10824
2952	15608	10819
2953	15615	10815
2954	15615	10806
2955	15622	10802
2956	15628	10797
2957	15631	10791
2958	15638	10786
2959	15639	10778
2960	15645	10774
2961	15652	10769
2962	15655	10762
2963	15662	10758
2964	15668	10753
2965	15674	10749
2966	15680	10744
2967	15687	10739
2968	15687	10731
2969	15693	10726
2970	15700	10722
2971	15707	10717
2972	15713	10713
2973	15720	10709
2974	15722	10701
2975	15728	10697
2976	15735	10692
2977	15741	10687
2978	15747	10683
2979	15753	10678
2980	15755	10671
2981	15762	10666
2982	15768	10662
2983	15775	10658
2984	15782	10653
2985	15788	10649
2986	15795	10644
2987	15802	10640
2988	15808	10635
2989	15809	10627
2990	15815	10622
2991	15821	10618
2992	15827	10613
2993	15834	10608
2994	15840	10604
2995	15846	10599
2996	15852	10595
2997	15860	10591
2998	15866	10586
2999	15873	10582
3000	15879	10577
3001	15881	10569
3002	15888	10565
3003	15894	10560
3004	15900	10556
3005	15902	10549
3006	15908	10544
3007	15915	10539
3008	15921	10534
3009	15927	10530
3010	15933	10525
3011	15940	10520
3012	15946	10516
3013	15952	10511
3014	15958	10506
3015	15965	10502
3016	15972	10498
3017	15973	10490
3018	15979	10485
3019	15985	10480
3020	15987	10472
3021	15993	10468
3022	15999	10463
3023	16006	10459
3024	16008	10451
3025	16014	10447
3026	16021	10442
3027	16024	10436
3028	16027	10429
3029	16034	10424
3030	16040	10420
3031	16046	10415
3032	16053	10410
3033	16059	10406
3034	16065	10401
3035	16067	10394
3036	16068	10386
3037	16074	10381
3038	16080	10376
3039	16087	10372
3040	16093	10367
3041	16100	10362
3042	16106	10358
3043	16112	10353
3044	16119	10349
3045	16125	10344
3046	16135	10342
3047	16143	10338
3048	16147	10332
3049	16154	10328
3050	16161	10324
3051	16164	10316
3052	16170	10312
3053	16176	10307
3054	16183	10303
3055	16189	10298
3056	16196	10294
3057	16203	10289
3058	16209	10285
3059	16216	10280
3060	16222	10276
3061	16228	10271
3062	16235	10266
3063	16242	10262
3064	16248	10257
3065	16254	10253
3066	16261	10248
3067	16267	10244
3068	16274	10239
3069	16281	10235
3070	16287	10230
3071	16293	10226
3072	16300	10221
3073	16306	10217
3074	16313	10212
3075	16319	10207
3076	16325	10203
3077	16332	10198
3078	16338	10193
3079	16344	10188
3080	16351	10184
3081	16354	10177
3082	16361	10173
3083	16368	10169
3084	16374	10164
3085	16375	10156
3086	16381	10151
3087	16383	10144
3088	16389	10139
3089	16396	10134
3090	16402	10130
3091	16409	10125
3092	16415	10121
3093	16418	10114
3094	16424	10109
3095	16426	10101
3096	16432	10097
3097	16439	10092
3098	16445	10088
3099	16451	10083
3100	16458	10078
3101	16464	10074
3102	16471	10069
3103	16477	10064
3104	16480	10058
3105	16487	10053
3106	16494	10049
3107	16497	10042
3108	16503	10038
3109	16510	10033
3110	16517	10029
3111	16523	10024
3112	16529	10019
3113	16536	10015
3114	16542	10010
3115	16548	10005
3116	16551	9998
3117	16552	9991
3118	16558	9986
3119	16565	9981
3120	16571	9977
3121	16578	9972
3122	16584	9967
3123	16587	9961
3124	16589	9953
3125	16590	9945
3126	16593	9939
3127	16600	9934
3128	16606	9929
3129	16612	9924
3130	16618	9920
3131	16624	9915
3132	16630	9910
3133	16637	9905
3134	16638	9897
3135	16644	9893
3136	16650	9888
3137	16657	9883
3138	16663	9879
3139	16669	9874
3140	16676	9869
3141	16682	9865
3142	16688	9860
3143	16692	9853
3144	16694	9846
3145	16697	9840
3146	16700	9833
3147	16706	9828
3148	16713	9824
3149	16719	9819
3150	16721	9812
3151	16728	9807
3152	16734	9802
3153	16741	9798
3154	16741	9790
3155	16748	9785
3156	16748	9777
3157	16755	9773
3158	16762	9768
3159	16768	9763
3160	16770	9756
3161	16776	9751
3162	16782	9746
3163	16788	9742
3164	16795	9737
3165	16801	9733
3166	16808	9728
3167	16815	9723
3168	16821	9719
3169	16828	9714
3170	16834	9710
3171	16838	9703
3172	16844	9699
3173	16846	9691
3174	16852	9686
3175	16856	9680
3176	16862	9675
3177	16868	9671
3178	16875	9666
3179	16882	9662
3180	16889	9657
3181	16895	9653
3182	16901	9648
3183	16907	9643
3184	16914	9638
3185	16914	9630
3186	16921	9626
3187	16927	9621
3188	16934	9616
3189	16941	9612
3190	16947	9607
3191	16953	9602
3192	16960	9598
3193	16964	9592
3194	16970	9587
3195	16977	9583
3196	16984	9578
3197	16990	9573
3198	16996	9569
3199	17003	9564
3200	17005	9557
3201	17011	9552
3202	17014	9545
3203	17020	9540
3204	17027	9536
3205	17033	9531
3206	17034	9523
3207	17040	9518
3208	17046	9514
3209	17053	9509
3210	17059	9504
3211	17065	9499
3212	17072	9495
3213	17078	9490
3214	17085	9485
3215	17085	9477
3216	17092	9473
3217	17098	9468
3218	17101	9462
3219	17108	9457
3220	17114	9452
3221	17120	9447
3222	17126	9442
3223	17132	9438
3224	17139	9433
3225	17145	9428
3226	17152	9423
3227	17152	9415
3228	17158	9411
3229	17165	9406
3230	17171	9401
3231	17177	9396
3232	17184	9392
3233	17190	9387
3234	17197	9382
3235	17203	9377
3236	17210	9373
3237	17216	9368
3238	17219	9362
