iter	Passed	Remaining
372	1892	23474
373	1898	23482
374	1904	23493
375	1910	23500
376	1916	23506
377	1923	23516
378	1929	23526
379	1935	23537
380	1942	23546
381	1943	23490
382	1949	23498
383	1955	23509
384	1961	23517
385	1968	23524
386	1974	23537
387	1981	23550
388	1982	23493
389	1988	23507
390	1995	23517
391	1995	23459
392	2001	23468
393	2008	23480
394	2011	23455
395	2018	23463
396	2018	23404
397	2025	23415
398	2031	23423
399	2033	23383
400	2039	23391
401	2041	23353
402	2048	23361
403	2051	23340
404	2053	23300
405	2059	23306
406	2065	23313
407	2072	23322
408	2078	23330
409	2085	23343
410	2086	23294
411	2092	23301
412	2098	23308
413	2104	23316
414	2110	23320
415	2116	23325
416	2123	23334
417	2129	23347
418	2136	23360
419	2143	23370
420	2149	23378
421	2150	23330
422	2157	23339
423	2163	23348
424	2170	23360
425	2176	23367
426	2182	23377
427	2189	23386
428	2190	23335
429	2191	23287
430	2197	23294
431	2203	23302
432	2209	23309
433	2211	23263
434	2217	23269
435	2223	23277
436	2229	23284
437	2236	23292
438	2242	23302
439	2249	23314
440	2255	23322
441	2262	23329
442	2268	23337
443	2269	23291
444	2275	23296
445	2282	23305
446	2282	23252
447	2283	23200
448	2284	23150
449	2290	23156
450	2293	23136
451	2300	23142
452	2301	23099
453	2307	23103
454	2313	23108
455	2319	23116
456	2326	23125
457	2332	23131
458	2338	23137
459	2342	23118
460	2348	23124
461	2354	23130
462	2356	23087
463	2362	23091
464	2364	23056
465	2367	23034
466	2373	23039
467	2379	23047
468	2383	23024
469	2389	23030
470	2391	22997
471	2394	22973
472	2398	22955
473	2404	22961
474	2408	22939
475	2414	22945
476	2420	22953
477	2427	22961
478	2433	22970
479	2439	22975
480	2446	22980
481	2452	22985
482	2458	22992
483	2464	22997
484	2471	23003
485	2477	23010
486	2484	23019
487	2490	23026
488	2496	23031
489	2497	22991
490	2504	22996
491	2504	22951
492	2505	22907
493	2511	22911
494	2518	22919
495	2525	22928
496	2526	22895
497	2528	22862
498	2529	22816
499	2535	22819
500	2541	22824
501	2542	22780
502	2543	22738
503	2545	22705
504	2551	22710
505	2553	22678
506	2554	22638
507	2560	22642
508	2567	22650
509	2573	22653
510	2575	22621
511	2581	22625
512	2587	22628
513	2593	22633
514	2593	22589
515	2597	22569
516	2603	22576
517	2610	22584
518	2616	22589
519	2622	22597
520	2629	22606
521	2635	22612
522	2639	22592
523	2645	22598
524	2652	22605
525	2653	22567
526	2659	22573
527	2666	22580
528	2672	22589
529	2679	22599
530	2686	22606
531	2689	22587
532	2695	22592
533	2701	22597
534	2708	22600
535	2714	22607
536	2716	22577
537	2722	22581
538	2729	22588
539	2731	22556
540	2737	22559
541	2743	22564
542	2749	22569
543	2750	22532
544	2757	22537
545	2763	22541
546	2765	22511
547	2771	22515
548	2777	22520
549	2784	22526
550	2786	22496
551	2789	22478
552	2795	22483
553	2802	22489
554	2808	22492
555	2814	22494
556	2820	22498
557	2826	22503
558	2832	22506
559	2839	22511
560	2845	22516
561	2847	22486
562	2848	22449
563	2849	22410
564	2850	22373
565	2850	22334
566	2857	22338
567	2863	22343
568	2869	22347
569	2870	22312
570	2871	22276
571	2878	22279
572	2884	22285
573	2890	22291
574	2897	22296
575	2903	22303
576	2907	22285
577	2913	22289
578	2919	22295
579	2926	22300
580	2932	22304
581	2938	22309
582	2945	22316
583	2951	22321
584	2952	22281
585	2959	22288
586	2959	22251
587	2960	22213
588	2966	22218
589	2967	22178
590	2973	22183
591	2980	22190
592	2986	22198
593	2990	22180
594	2997	22192
595	3004	22199
596	3010	22203
597	3016	22206
598	3023	22211
599	3029	22216
600	3036	22223
601	3042	22227
602	3048	22231
603	3052	22216
604	3058	22220
605	3065	22224
606	3071	22228
607	3077	22230
608	3079	22203
609	3080	22166
610	3086	22169
611	3086	22132
612	3093	22139
613	3099	22143
614	3103	22127
615	3109	22130
616	3116	22135
617	3122	22139
618	3123	22107
619	3124	22073
620	3130	22076
621	3137	22082
622	3143	22086
623	3150	22091
624	3156	22093
625	3162	22096
626	3168	22100
627	3175	22110
628	3182	22114
629	3188	22117
630	3189	22081
631	3192	22064
632	3193	22029
633	3194	21995
634	3200	21997
635	3202	21976
636	3208	21978
637	3215	21985
638	3221	21988
639	3228	21992
640	3229	21958
641	3235	21961
642	3241	21963
643	3247	21967
644	3251	21951
645	3254	21934
646	3260	21936
647	3267	21941
648	3273	21947
649	3279	21950
650	3287	21960
651	3293	21966
652	3300	21970
653	3306	21973
654	3312	21975
655	3319	21978
656	3322	21963
657	3329	21970
658	3336	21975
659	3342	21978
660	3348	21983
661	3352	21968
662	3358	21971
663	3364	21972
664	3371	21975
665	3377	21979
666	3381	21965
667	3387	21971
668	3394	21975
669	3400	21977
670	3401	21947
671	3407	21947
672	3408	21917
673	3415	21919
674	3418	21902
675	3424	21903
676	3430	21904
677	3433	21888
678	3437	21872
679	3443	21874
680	3449	21875
681	3450	21845
682	3456	21846
683	3462	21850
684	3469	21855
685	3475	21858
686	3482	21860
687	3488	21864
688	3494	21867
689	3495	21834
690	3501	21835
691	3507	21837
692	3514	21840
693	3520	21842
694	3527	21848
695	3533	21850
696	3540	21860
697	3547	21862
698	3553	21865
699	3559	21868
700	3565	21868
701	3566	21838
702	3567	21806
703	3573	21807
704	3580	21812
705	3586	21814
706	3593	21817
707	3593	21784
708	3596	21768
709	3597	21737
710	3603	21739
711	3605	21715
712	3612	21719
713	3615	21704
714	3621	21705
715	3628	21708
716	3634	21711
717	3640	21713
718	3646	21714
719	3653	21716
720	3654	21686
721	3660	21687
722	3666	21687
723	3673	21694
724	3679	21694
725	3685	21695
726	3686	21667
727	3688	21643
728	3691	21628
729	3697	21630
730	3698	21598
731	3704	21601
732	3710	21602
733	3712	21579
734	3713	21547
735	3719	21547
736	3719	21517
737	3726	21519
738	3732	21520
739	3735	21504
740	3742	21511
741	3749	21515
742	3751	21492
743	3754	21477
744	3755	21448
745	3761	21449
746	3768	21454
747	3774	21455
748	3780	21456
749	3782	21434
750	3783	21405
751	3789	21407
752	3795	21408
753	3802	21411
754	3808	21414
755	3815	21418
756	3821	21422
757	3828	21425
758	3834	21425
759	3840	21428
760	3847	21430
761	3853	21433
762	3859	21434
763	3866	21436
764	3872	21437
765	3878	21440
766	3886	21448
767	3892	21451
768	3899	21452
769	3905	21453
770	3911	21457
771	3918	21460
772	3924	21463
773	3931	21467
774	3938	21471
775	3945	21474
776	3948	21461
777	3954	21462
778	3961	21464
779	3968	21468
780	3969	21445
781	3976	21446
782	3982	21446
783	3988	21448
784	3989	21420
785	3995	21422
786	4002	21423
787	4008	21424
788	4014	21426
789	4020	21427
790	4027	21429
791	4034	21433
792	4036	21412
793	4042	21413
794	4043	21385
795	4049	21386
796	4055	21387
797	4061	21388
798	4062	21362
799	4068	21361
800	4074	21361
801	4081	21366
802	4085	21352
803	4091	21352
804	4097	21353
805	4103	21353
806	4110	21355
807	4116	21356
808	4119	21342
809	4126	21343
810	4132	21345
811	4138	21346
812	4145	21347
813	4146	21321
814	4147	21296
815	4153	21297
816	4160	21300
817	4166	21301
818	4172	21301
819	4180	21308
820	4186	21310
821	4193	21312
822	4199	21313
823	4206	21318
824	4212	21320
825	4213	21292
826	4216	21277
827	4222	21276
828	4229	21277
829	4232	21264
830	4238	21263
831	4244	21261
832	4250	21262
833	4254	21249
834	4257	21235
835	4263	21236
836	4271	21243
837	4278	21248
838	4284	21250
839	4291	21251
840	4297	21254
841	4304	21254
842	4304	21227
843	4310	21227
844	4317	21227
845	4323	21228
846	4325	21207
847	4331	21206
848	4332	21181
849	4333	21155
850	4339	21157
851	4343	21146
852	4349	21146
853	4353	21133
854	4359	21136
855	4366	21137
856	4369	21124
857	4376	21126
858	4382	21128
859	4389	21128
860	4395	21128
861	4401	21128
862	4407	21129
863	4411	21117
864	4414	21102
865	4420	21104
866	4427	21105
867	4429	21085
868	4435	21085
869	4437	21065
870	4444	21067
871	4450	21068
872	4456	21069
873	4460	21056
874	4462	21037
875	4468	21037
876	4475	21038
877	4481	21039
878	4487	21038
879	4494	21041
880	4500	21041
881	4506	21042
882	4514	21046
883	4521	21050
884	4522	21027
885	4528	21026
886	4531	21013
887	4532	20987
888	4534	20966
889	4540	20966
890	4546	20966
891	4547	20943
892	4553	20942
893	4559	20942
894	4565	20942
895	4572	20941
896	4574	20922
897	4580	20925
898	4587	20925
899	4593	20925
900	4599	20924
901	4606	20926
902	4612	20928
903	4619	20929
904	4625	20929
905	4631	20929
906	4638	20931
907	4644	20931
908	4645	20907
909	4652	20910
910	4658	20911
911	4664	20909
912	4671	20910
913	4677	20910
914	4683	20911
915	4690	20910
916	4690	20886
917	4697	20885
918	4699	20866
919	4705	20866
920	4712	20869
921	4712	20844
922	4719	20845
923	4720	20821
924	4727	20826
925	4733	20826
926	4739	20826
927	4746	20826
928	4752	20826
929	4759	20827
930	4765	20827
931	4767	20808
932	4773	20807
933	4774	20785
934	4776	20766
935	4778	20747
936	4784	20745
937	4790	20747
938	4797	20747
939	4803	20748
940	4810	20748
941	4816	20749
942	4820	20738
943	4827	20740
944	4828	20718
945	4834	20718
946	4836	20700
947	4838	20681
948	4845	20682
949	4852	20685
950	4855	20673
951	4862	20674
952	4869	20677
953	4875	20678
954	4876	20656
955	4883	20657
956	4886	20644
957	4890	20635
958	4897	20635
959	4900	20623
960	4906	20623
961	4913	20623
962	4919	20624
963	4926	20626
964	4927	20605
965	4928	20580
966	4928	20556
967	4935	20557
968	4941	20556
969	4948	20558
970	4950	20540
971	4956	20539
972	4962	20540
973	4969	20540
974	4975	20539
975	4981	20540
976	4988	20539
977	4994	20540
978	5000	20540
979	5003	20522
980	5009	20522
981	5010	20499
982	5016	20499
983	5016	20475
984	5023	20474
985	5029	20475
986	5036	20476
987	5042	20476
988	5042	20452
989	5048	20450
990	5054	20449
991	5061	20449
992	5067	20448
993	5073	20447
994	5079	20447
995	5086	20446
996	5087	20426
997	5088	20405
998	5090	20386
999	5096	20386
1000	5102	20386
1001	5109	20386
1002	5110	20365
1003	5116	20363
1004	5122	20363
1005	5128	20361
1006	5134	20361
1007	5141	20360
1008	5148	20362
1009	5149	20344
1010	5155	20342
1011	5162	20345
1012	5166	20333
1013	5172	20331
1014	5178	20331
1015	5181	20319
1016	5187	20316
1017	5194	20317
1018	5195	20296
1019	5195	20274
1020	5197	20253
1021	5203	20253
1022	5206	20242
1023	5213	20242
1024	5219	20241
1025	5225	20241
1026	5231	20239
1027	5238	20239
1028	5244	20238
1029	5250	20237
1030	5256	20237
1031	5263	20236
1032	5269	20235
1033	5275	20234
1034	5276	20213
1035	5277	20191
1036	5283	20190
1037	5289	20188
1038	5295	20189
1039	5302	20189
1040	5308	20190
1041	5315	20189
1042	5321	20189
1043	5328	20189
1044	5334	20188
1045	5340	20188
1046	5346	20187
1047	5348	20167
1048	5354	20167
1049	5360	20166
1050	5367	20165
1051	5373	20165
1052	5380	20166
1053	5386	20166
1054	5392	20165
1055	5398	20163
1056	5405	20163
1057	5411	20163
1058	5418	20162
1059	5419	20143
1060	5425	20142
1061	5432	20144
1062	5438	20143
1063	5445	20144
1064	5451	20143
1065	5458	20143
1066	5464	20141
1067	5470	20141
1068	5471	20121
1069	5478	20120
1070	5485	20122
1071	5491	20122
1072	5492	20101
1073	5498	20100
1074	5500	20083
1075	5506	20082
1076	5508	20066
1077	5509	20046
1078	5511	20029
1079	5513	20012
1080	5519	20010
1081	5526	20011
1082	5528	19994
1083	5534	19993
1084	5540	19992
1085	5547	19993
1086	5553	19992
1087	5560	19992
1088	5566	19992
1089	5573	19992
1090	5574	19973
1091	5577	19962
1092	5584	19961
1093	5585	19941
1094	5587	19925
1095	5593	19924
1096	5595	19909
1097	5602	19908
1098	5608	19908
1099	5615	19909
1100	5621	19908
1101	5627	19907
1102	5631	19896
1103	5639	19901
1104	5640	19880
1105	5643	19869
1106	5650	19870
1107	5651	19850
1108	5657	19848
1109	5663	19846
1110	5664	19827
1111	5670	19824
1112	5676	19823
1113	5683	19826
1114	5689	19825
1115	5692	19809
1116	5698	19809
1117	5704	19808
1118	5710	19806
1119	5711	19785
1120	5717	19783
1121	5718	19763
1122	5718	19742
1123	5724	19740
1124	5730	19738
1125	5736	19736
1126	5742	19734
1127	5748	19733
1128	5755	19734
1129	5761	19732
1130	5767	19731
1131	5768	19711
1132	5774	19709
1133	5781	19708
1134	5787	19707
1135	5787	19686
1136	5788	19666
1137	5791	19655
1138	5797	19653
1139	5804	19653
1140	5805	19634
1141	5811	19633
1142	5812	19613
1143	5812	19592
1144	5813	19574
1145	5820	19573
1146	5826	19573
1147	5833	19572
1148	5834	19556
1149	5840	19554
1150	5846	19552
1151	5853	19552
1152	5855	19537
1153	5856	19518
1154	5860	19508
1155	5863	19497
1156	5869	19496
1157	5876	19495
1158	5882	19495
1159	5888	19494
1160	5895	19493
1161	5901	19492
1162	5902	19474
1163	5908	19473
1164	5910	19457
1165	5912	19442
1166	5918	19440
1167	5925	19440
1168	5931	19439
1169	5933	19422
1170	5934	19406
1171	5941	19407
1172	5948	19406
1173	5948	19387
1174	5954	19385
1175	5960	19383
1176	5964	19372
1177	5970	19371
1178	5976	19370
1179	5983	19369
1180	5989	19368
1181	5991	19353
1182	5997	19352
1183	6004	19351
1184	6010	19350
1185	6017	19349
1186	6022	19347
1187	6029	19346
1188	6032	19336
1189	6034	19320
1190	6040	19318
1191	6042	19303
1192	6048	19302
1193	6050	19286
1194	6056	19284
1195	6063	19284
1196	6069	19284
1197	6071	19268
1198	6072	19249
1199	6078	19249
1200	6085	19248
1201	6087	19233
1202	6087	19214
1203	6093	19212
1204	6099	19210
1205	6106	19210
1206	6110	19200
1207	6116	19199
1208	6122	19197
1209	6128	19196
1210	6135	19195
1211	6141	19195
1212	6148	19194
1213	6151	19184
1214	6152	19165
1215	6158	19165
1216	6165	19165
1217	6172	19166
1218	6181	19173
1219	6188	19173
1220	6195	19175
1221	6202	19175
1222	6209	19176
1223	6216	19178
1224	6223	19177
1225	6230	19178
1226	6236	19177
1227	6238	19162
1228	6239	19144
1229	6245	19144
1230	6249	19133
1231	6255	19132
1232	6262	19131
1233	6268	19129
1234	6269	19112
1235	6275	19111
1236	6282	19110
1237	6288	19108
1238	6294	19107
1239	6300	19105
1240	6307	19104
1241	6307	19084
1242	6313	19082
1243	6319	19081
1244	6326	19079
1245	6329	19069
1246	6335	19067
1247	6342	19067
1248	6348	19066
1249	6354	19064
1250	6361	19062
1251	6367	19061
1252	6373	19059
1253	6375	19044
1254	6375	19026
1255	6382	19025
1256	6388	19024
1257	6394	19021
1258	6400	19019
1259	6407	19018
1260	6410	19007
1261	6412	18993
1262	6419	18993
1263	6426	18993
1264	6432	18993
1265	6439	18992
1266	6440	18974
1267	6446	18973
1268	6448	18958
1269	6451	18947
1270	6458	18947
1271	6464	18946
1272	6465	18930
1273	6467	18915
1274	6474	18914
1275	6480	18912
1276	6487	18912
1277	6494	18913
1278	6497	18903
1279	6504	18903
1280	6510	18901
1281	6511	18884
1282	6518	18883
1283	6524	18882
1284	6530	18880
1285	6537	18879
1286	6538	18863
1287	6540	18849
1288	6541	18832
1289	6547	18830
1290	6548	18812
1291	6554	18810
1292	6560	18808
1293	6566	18806
1294	6572	18804
1295	6579	18803
1296	6586	18803
1297	6592	18802
1298	6594	18788
1299	6596	18774
1300	6602	18773
1301	6609	18772
1302	6612	18762
1303	6619	18762
1304	6625	18760
1305	6632	18759
1306	6638	18758
1307	6641	18745
1308	6647	18743
1309	6653	18742
1310	6657	18733
1311	6663	18731
1312	6670	18730
1313	6673	18720
1314	6679	18718
1315	6686	18716
1316	6692	18716
1317	6699	18715
1318	6705	18712
1319	6711	18710
1320	6717	18708
1321	6723	18706
1322	6729	18704
1323	6736	18703
1324	6742	18701
1325	6746	18694
1326	6753	18691
1327	6759	18690
1328	6766	18689
1329	6772	18687
1330	6778	18685
1331	6782	18676
1332	6788	18674
1333	6790	18660
1334	6790	18642
1335	6791	18626
1336	6797	18624
1337	6798	18606
1338	6804	18604
1339	6811	18604
1340	6818	18603
1341	6824	18601
1342	6831	18601
1343	6837	18600
1344	6844	18598
1345	6850	18597
1346	6856	18595
1347	6860	18585
1348	6863	18575
1349	6866	18565
1350	6867	18549
1351	6871	18539
1352	6872	18526
1353	6879	18524
1354	6882	18514
1355	6888	18512
1356	6895	18511
1357	6902	18510
1358	6908	18509
1359	6914	18507
1360	6918	18498
1361	6924	18496
1362	6931	18494
1363	6937	18492
1364	6938	18476
1365	6944	18473
1366	6950	18471
1367	6957	18471
1368	6964	18471
1369	6971	18470
1370	6977	18469
1371	6984	18467
1372	6990	18465
1373	6996	18464
1374	7003	18462
1375	7009	18460
1376	7015	18457
1377	7021	18455
1378	7027	18453
1379	7034	18452
1380	7040	18451
1381	7047	18449
1382	7048	18433
1383	7054	18431
1384	7061	18429
1385	7067	18429
1386	7074	18428
1387	7080	18426
1388	7086	18423
1389	7093	18421
1390	7099	18419
1391	7105	18417
1392	7111	18415
1393	7118	18414
1394	7124	18412
1395	7131	18410
1396	7137	18407
1397	7143	18405
1398	7149	18402
1399	7156	18401
1400	7162	18398
1401	7168	18396
1402	7169	18381
1403	7170	18365
1404	7176	18363
1405	7177	18348
1406	7183	18345
1407	7191	18345
1408	7197	18343
1409	7200	18333
1410	7207	18331
1411	7213	18329
1412	7219	18327
1413	7227	18328
1414	7233	18326
1415	7235	18313
1416	7241	18311
1417	7248	18309
1418	7254	18307
1419	7256	18294
1420	7262	18292
1421	7270	18292
1422	7272	18279
1423	7272	18262
1424	7278	18259
1425	7280	18246
1426	7286	18244
1427	7292	18242
1428	7298	18238
1429	7305	18237
1430	7312	18236
1431	7318	18233
1432	7324	18232
1433	7330	18230
1434	7337	18229
1435	7343	18226
1436	7349	18223
1437	7355	18221
1438	7362	18219
1439	7369	18218
1440	7371	18206
1441	7377	18203
1442	7378	18188
1443	7384	18185
1444	7385	18170
1445	7389	18161
1446	7395	18159
1447	7402	18158
1448	7408	18155
1449	7409	18140
1450	7415	18138
1451	7418	18126
1452	7424	18124
1453	7425	18110
1454	7432	18107
1455	7438	18106
1456	7444	18103
1457	7446	18089
1458	7452	18087
1459	7459	18085
1460	7465	18084
1461	7471	18081
1462	7478	18080
1463	7484	18078
1464	7491	18076
1465	7497	18074
1466	7504	18073
1467	7510	18070
1468	7517	18070
1469	7523	18067
1470	7529	18064
1471	7536	18062
1472	7538	18050
1473	7544	18048
1474	7551	18046
1475	7557	18043
1476	7563	18040
1477	7569	18038
1478	7576	18036
1479	7577	18021
1480	7583	18019
1481	7589	18017
1482	7591	18002
1483	7597	18000
1484	7603	17998
1485	7610	17996
1486	7616	17994
1487	7620	17986
1488	7627	17985
1489	7634	17984
1490	7640	17981
1491	7647	17979
1492	7654	17980
1493	7661	17978
1494	7667	17976
1495	7674	17974
1496	7680	17972
1497	7681	17957
1498	7687	17954
1499	7693	17952
1500	7694	17937
1501	7701	17936
1502	7708	17934
1503	7710	17922
1504	7716	17920
1505	7723	17918
1506	7726	17909
1507	7733	17908
1508	7740	17907
1509	7747	17906
1510	7748	17891
1511	7754	17889
1512	7761	17887
1513	7768	17887
1514	7775	17885
1515	7781	17883
1516	7788	17881
1517	7795	17880
1518	7801	17878
1519	7807	17875
1520	7814	17873
1521	7815	17859
1522	7821	17856
1523	7822	17841
1524	7828	17839
1525	7835	17836
1526	7841	17834
1527	7847	17832
1528	7854	17829
1529	7857	17820
1530	7859	17808
1531	7865	17806
1532	7872	17804
1533	7878	17801
1534	7879	17786
1535	7885	17784
1536	7892	17781
1537	7898	17779
1538	7904	17776
1539	7911	17775
1540	7917	17772
1541	7924	17770
1542	7930	17768
1543	7937	17766
1544	7943	17763
1545	7949	17760
1546	7956	17759
1547	7959	17749
1548	7966	17748
1549	7973	17746
1550	7974	17732
1551	7980	17729
1552	7986	17726
1553	7992	17723
1554	7998	17720
1555	8005	17719
1556	8012	17718
1557	8018	17715
1558	8025	17713
1559	8031	17710
1560	8032	17696
1561	8038	17693
1562	8045	17691
1563	8045	17675
1564	8051	17673
1565	8058	17670
1566	8058	17655
1567	8065	17653
1568	8066	17638
1569	8069	17629
1570	8075	17626
1571	8078	17617
1572	8085	17616
1573	8092	17613
1574	8097	17609
1575	8104	17607
1576	8110	17604
1577	8113	17595
1578	8114	17580
1579	8116	17568
1580	8122	17565
1581	8128	17562
1582	8135	17560
1583	8135	17545
1584	8142	17542
1585	8148	17541
1586	8155	17539
1587	8157	17527
1588	8163	17524
1589	8170	17522
1590	8176	17519
1591	8183	17518
1592	8184	17503
1593	8190	17500
1594	8196	17498
1595	8202	17495
1596	8209	17492
1597	8215	17490
1598	8221	17487
1599	8228	17485
1600	8235	17483
1601	8241	17481
1602	8242	17467
1603	8243	17452
1604	8249	17450
1605	8256	17448
1606	8262	17446
1607	8269	17443
1608	8275	17440
1609	8282	17438
1610	8284	17427
1611	8287	17418
1612	8293	17415
1613	8300	17412
1614	8306	17410
1615	8307	17395
1616	8309	17383
1617	8315	17380
1618	8322	17379
1619	8328	17376
1620	8334	17373
1621	8340	17370
1622	8346	17367
1623	8353	17364
1624	8359	17361
1625	8360	17347
1626	8366	17345
1627	8373	17342
1628	8379	17339
1629	8385	17337
1630	8392	17334
1631	8398	17332
1632	8405	17329
1633	8411	17327
1634	8417	17324
1635	8423	17321
1636	8427	17312
1637	8430	17304
1638	8436	17300
1639	8437	17286
1640	8443	17283
1641	8449	17280
1642	8456	17277
1643	8462	17275
1644	8468	17272
1645	8475	17269
1646	8481	17267
1647	8488	17264
1648	8494	17261
1649	8500	17259
1650	8507	17256
1651	8513	17254
1652	8520	17251
1653	8526	17248
1654	8532	17245
1655	8534	17234
1656	8538	17226
1657	8544	17223
1658	8551	17220
1659	8552	17207
1660	8558	17204
1661	8564	17201
1662	8570	17198
1663	8574	17189
1664	8580	17186
1665	8586	17183
1666	8593	17181
1667	8600	17179
1668	8606	17177
1669	8613	17175
1670	8620	17174
1671	8627	17171
1672	8634	17170
1673	8640	17167
1674	8644	17159
1675	8645	17146
1676	8651	17143
1677	8652	17129
1678	8659	17127
1679	8665	17124
1680	8671	17121
1681	8677	17118
1682	8684	17115
1683	8690	17112
1684	8697	17110
