iter	RMSE
1664	1042.754485
1665	1042.363731
1666	1041.968998
1667	1041.585537
1668	1041.201564
1669	1040.785707
1670	1040.375238
1671	1040.013961
1672	1039.593231
1673	1039.2285
1674	1038.822702
1675	1038.5431
1676	1038.17854
1677	1037.861071
1678	1037.471118
1679	1037.174146
1680	1036.819728
1681	1036.535346
1682	1036.222579
1683	1035.870923
1684	1035.564772
1685	1035.197657
1686	1034.845282
1687	1034.478907
1688	1034.149262
1689	1033.795611
1690	1033.448077
1691	1033.068196
1692	1032.734287
1693	1032.329284
1694	1031.924547
1695	1031.630517
1696	1031.240869
1697	1030.857217
1698	1030.502963
1699	1030.170698
1700	1029.769454
1701	1029.436828
1702	1029.035369
1703	1028.688904
1704	1028.319523
1705	1027.966654
1706	1027.564892
1707	1027.206566
1708	1026.836792
1709	1026.462098
1710	1026.082557
1711	1025.666931
1712	1025.332398
1713	1024.984812
1714	1024.650656
1715	1024.313073
1716	1023.898577
1717	1023.580659
1718	1023.199903
1719	1022.935427
1720	1022.542674
1721	1022.197811
1722	1021.867002
1723	1021.5062
1724	1021.109879
1725	1020.810767
1726	1020.476277
1727	1020.147125
1728	1019.851719
1729	1019.537466
1730	1019.163834
1731	1018.905004
1732	1018.614736
1733	1018.242607
1734	1017.84828
1735	1017.488839
1736	1017.149583
1737	1016.861606
1738	1016.578064
1739	1016.228332
1740	1015.862292
1741	1015.527819
1742	1015.273595
1743	1014.925881
1744	1014.611875
1745	1014.290283
1746	1013.952007
1747	1013.569203
1748	1013.253487
1749	1012.885489
1750	1012.542154
1751	1012.202569
1752	1011.887377
1753	1011.529594
1754	1011.161191
1755	1010.761876
1756	1010.396291
1757	1010.044049
1758	1009.730216
1759	1009.374278
1760	1009.067745
1761	1008.764634
1762	1008.449517
1763	1008.105684
1764	1007.845769
1765	1007.50128
1766	1007.208491
1767	1006.902998
1768	1006.557112
1769	1006.275354
1770	1005.962404
1771	1005.644977
1772	1005.308027
1773	1004.985207
1774	1004.647268
1775	1004.381827
1776	1004.054314
1777	1003.700496
1778	1003.36079
1779	1002.998938
1780	1002.619529
1781	1002.237958
1782	1001.903885
1783	1001.567551
1784	1001.225766
1785	1000.924704
1786	1000.613324
1787	1000.301997
1788	999.9992146
1789	999.684968
1790	999.3322739
1791	999.0308988
1792	998.715064
1793	998.4255258
1794	998.1258916
1795	997.8162669
1796	997.5479687
1797	997.1650423
1798	996.9146336
1799	996.5760785
1800	996.2386267
1801	995.8846234
1802	995.5285274
1803	995.2149616
1804	994.928229
1805	994.6209194
1806	994.2714256
1807	993.9390523
1808	993.6316194
1809	993.3022513
1810	993.017497
1811	992.6604011
1812	992.4060916
1813	992.0277166
1814	991.6671048
1815	991.3846197
1816	991.1170835
1817	990.7369569
1818	990.4198675
1819	990.091192
1820	989.7286195
1821	989.4046479
1822	989.1122599
1823	988.7792528
1824	988.4369065
1825	988.0939629
1826	987.770143
1827	987.4649302
1828	987.1773385
1829	986.8601467
1830	986.5702095
1831	986.2929725
1832	986.0021091
1833	985.689984
1834	985.3341626
1835	985.0111668
1836	984.7453607
1837	984.4125404
1838	984.0766921
1839	983.7361905
1840	983.4269266
1841	983.1093574
1842	982.7549137
1843	982.4560558
1844	982.1703267
1845	981.855175
1846	981.4767089
1847	981.1691971
1848	980.8593716
1849	980.551019
1850	980.246582
1851	979.9144214
1852	979.5835554
1853	979.2119139
1854	978.8795124
1855	978.5765895
1856	978.2289434
1857	977.887186
1858	977.5533778
1859	977.1921111
1860	976.9342025
1861	976.611598
1862	976.356826
1863	976.0649773
1864	975.7825689
1865	975.4760841
1866	975.1515348
1867	974.811868
1868	974.4514275
1869	974.1100904
1870	973.7440901
1871	973.4147278
1872	973.0985594
1873	972.7984259
1874	972.5680885
1875	972.2503315
1876	971.923142
1877	971.6502861
1878	971.3199524
1879	971.0063811
1880	970.6985868
1881	970.4349766
1882	970.110067
1883	969.8336162
1884	969.528471
1885	969.2116452
1886	968.8760831
1887	968.5910061
1888	968.3189114
1889	968.0280736
1890	967.6930217
1891	967.3657444
1892	967.0598723
1893	966.7812616
1894	966.4381027
1895	966.1619558
1896	965.8725575
1897	965.600753
1898	965.3153094
1899	964.9707642
1900	964.6387531
1901	964.3434095
1902	964.0344989
1903	963.7683263
1904	963.5179344
1905	963.2545758
1906	962.9182984
1907	962.6470698
1908	962.371386
1909	962.0360377
1910	961.7132302
1911	961.3940255
1912	961.0554351
1913	960.744252
1914	960.4275322
1915	960.1263759
1916	959.8036124
1917	959.5114219
1918	959.2287691
1919	958.9263605
1920	958.6196732
1921	958.3064632
1922	958.0106289
1923	957.7140714
1924	957.4437185
1925	957.1428149
1926	956.8336326
1927	956.5825632
1928	956.2879774
1929	955.9799615
1930	955.6641919
1931	955.3305186
1932	955.0496063
1933	954.7456566
1934	954.4229565
1935	954.1116286
1936	953.8192759
1937	953.5053771
1938	953.2153448
1939	952.914183
1940	952.6488614
1941	952.2895993
1942	951.9749075
1943	951.6835153
1944	951.4516642
1945	951.0920977
1946	950.814551
1947	950.5308265
1948	950.2621379
1949	949.9509295
1950	949.6808856
1951	949.3686757
1952	949.0909807
1953	948.8180081
1954	948.5421141
1955	948.2685443
1956	948.0065732
1957	947.7535736
1958	947.5206976
1959	947.219655
1960	946.9089037
1961	946.5748118
1962	946.2922712
1963	945.9802218
1964	945.6783105
1965	945.4175108
1966	945.1026497
1967	944.8277686
1968	944.537534
1969	944.2163496
1970	943.9333329
1971	943.6965956
1972	943.4276544
1973	943.1527735
1974	942.8873106
1975	942.5735583
1976	942.287141
1977	942.01119
1978	941.7294495
1979	941.4820467
1980	941.153133
1981	940.8673687
1982	940.5815079
1983	940.2890601
1984	939.9955014
1985	939.6776996
1986	939.396664
1987	939.0911399
1988	938.7675692
1989	938.4928254
1990	938.1893824
1991	937.9128536
1992	937.5475419
1993	937.2707359
1994	936.9800196
1995	936.6712196
1996	936.3715148
1997	936.0827785
1998	935.8225584
1999	935.5488845
2000	935.3152096
2001	935.0411231
2002	934.7733963
2003	934.4865149
2004	934.2018363
2005	933.9417034
2006	933.671017
2007	933.3985804
2008	933.163629
2009	932.8889578
2010	932.6234645
2011	932.3410188
2012	932.0482631
2013	931.7263691
2014	931.4342775
2015	931.1494584
2016	930.8384711
2017	930.5589679
2018	930.2583448
2019	929.9792222
2020	929.7012345
2021	929.4033575
2022	929.1256845
2023	928.8057251
2024	928.5213458
2025	928.2537288
2026	927.9636665
2027	927.6587366
2028	927.3485342
2029	927.0701565
2030	926.7833897
2031	926.5204482
2032	926.2326011
2033	925.9448006
2034	925.6434979
2035	925.4130905
2036	925.1804437
2037	924.9385947
2038	924.6940451
2039	924.4185966
2040	924.2076748
2041	923.9477869
2042	923.6887002
2043	923.4058455
2044	923.1105884
2045	922.855859
2046	922.524021
2047	922.2247418
2048	921.9315731
2049	921.6962726
2050	921.3623653
2051	921.0643455
2052	920.7620315
2053	920.4158474
2054	920.1343886
2055	919.8384918
2056	919.5899414
2057	919.3679621
2058	919.0523625
2059	918.7887658
2060	918.4864875
2061	918.2360271
2062	917.9038461
2063	917.6692382
2064	917.3793457
2065	917.037758
2066	916.7332306
2067	916.5067995
2068	916.2718271
2069	915.9935352
2070	915.7489543
2071	915.4977591
2072	915.2594127
2073	914.9573902
2074	914.7350612
2075	914.508092
2076	914.2307546
2077	913.9791722
2078	913.7463732
2079	913.4840552
2080	913.219726
2081	912.9493748
2082	912.6667343
2083	912.3909933
2084	912.1109133
2085	911.8544806
2086	911.6043845
2087	911.344079
2088	911.1194061
2089	910.8866086
2090	910.5956614
2091	910.3084508
2092	910.0415158
2093	909.8029943
2094	909.5498317
2095	909.2662415
2096	908.9955822
2097	908.7647108
2098	908.4540736
2099	908.1656199
2100	907.8697638
2101	907.582996
2102	907.2954841
2103	907.0323706
2104	906.8215398
2105	906.5537129
2106	906.2781975
2107	906.0227039
2108	905.7952337
2109	905.5715026
2110	905.2896884
2111	905.0258937
2112	904.7764726
2113	904.5528674
2114	904.3192844
2115	904.0256774
2116	903.7570914
2117	903.4793938
2118	903.2119623
2119	902.9450207
2120	902.7534236
2121	902.4573576
2122	902.1697635
2123	901.8908673
2124	901.6265021
2125	901.4219741
2126	901.1920288
2127	901.0061513
2128	900.7430592
2129	900.5286507
2130	900.22928
2131	899.9780646
2132	899.7310107
2133	899.443624
2134	899.2107161
2135	898.9641468
2136	898.680055
2137	898.4329907
2138	898.1676398
2139	897.9733947
2140	897.7372189
2141	897.4969957
2142	897.2893771
2143	897.0766269
2144	896.8309009
2145	896.5852257
2146	896.3348733
2147	896.1075263
2148	895.8558217
2149	895.5680296
2150	895.3121505
2151	895.0606211
2152	894.7922759
2153	894.6051832
2154	894.3293808
2155	894.0753614
2156	893.803773
2157	893.589394
2158	893.3221374
2159	893.0914546
2160	892.8286833
2161	892.5379417
2162	892.2790054
2163	892.0431792
2164	891.7968045
2165	891.5119678
2166	891.2581649
2167	891.0445301
2168	890.8317363
2169	890.6009991
2170	890.3676899
2171	890.1498693
2172	889.9100518
2173	889.6712469
2174	889.4718534
2175	889.2031089
2176	888.9238335
2177	888.7170182
2178	888.4416967
2179	888.2021129
2180	887.872491
2181	887.6307853
2182	887.3583849
2183	887.1005087
2184	886.8510835
2185	886.6079711
2186	886.3865057
2187	886.1645251
2188	885.8885628
2189	885.6533756
2190	885.3895645
2191	885.145005
2192	884.8903861
2193	884.6282524
2194	884.3354341
2195	884.0512696
2196	883.8226383
2197	883.5794309
2198	883.3786728
2199	883.139139
2200	882.8960896
2201	882.6394219
2202	882.3933882
2203	882.14403
2204	881.921368
2205	881.6869262
2206	881.444178
2207	881.1883606
2208	880.9838156
2209	880.7105768
2210	880.4663209
2211	880.2229817
2212	880.0305393
2213	879.7682447
2214	879.5072552
2215	879.2589924
2216	879.0430752
2217	878.8288921
2218	878.6076171
2219	878.3439408
2220	878.1000856
2221	877.8487595
2222	877.5885947
2223	877.3011422
2224	877.0625168
2225	876.8480091
2226	876.5865286
2227	876.3705014
2228	876.1135775
2229	875.9109316
2230	875.6566269
2231	875.4148704
2232	875.190702
2233	874.9522007
2234	874.6777902
2235	874.4196443
2236	874.1775319
2237	873.9500171
2238	873.6937139
2239	873.4628987
2240	873.1752267
2241	872.9423355
2242	872.6719528
2243	872.4390088
2244	872.2050673
2245	871.9575168
2246	871.6954622
2247	871.4735318
2248	871.1903657
2249	870.9468391
2250	870.6761012
2251	870.4300197
2252	870.1960027
2253	869.9406698
2254	869.7211416
2255	869.4698293
2256	869.2092389
2257	868.9813898
2258	868.7803391
2259	868.5491199
2260	868.3005953
2261	868.0541383
2262	867.7784633
2263	867.5530402
2264	867.3533234
2265	867.1142844
2266	866.8262082
2267	866.6177593
2268	866.3942977
2269	866.1816964
2270	865.9272449
2271	865.6736489
2272	865.3899813
2273	865.1515316
2274	864.9103201
2275	864.6680867
2276	864.4275678
2277	864.1977157
2278	863.9437522
2279	863.6989087
2280	863.4594312
2281	863.2287686
2282	863.0248356
2283	862.7566206
2284	862.4959962
2285	862.2524458
2286	862.0206375
2287	861.7993439
2288	861.6131106
2289	861.3753205
2290	861.1319474
2291	860.9071197
2292	860.6754046
2293	860.4495349
2294	860.2208479
2295	859.9806626
2296	859.7549661
2297	859.5141549
2298	859.2758389
2299	859.0613167
2300	858.8268723
2301	858.6106895
2302	858.3773984
2303	858.1397548
2304	857.9259389
2305	857.7412011
2306	857.5292881
2307	857.2827681
2308	857.056875
2309	856.85577
2310	856.6385888
2311	856.4254348
2312	856.202493
2313	855.9863565
2314	855.7435258
2315	855.5067367
2316	855.2784971
2317	855.0403562
2318	854.8539244
2319	854.6153946
2320	854.3834546
2321	854.1903438
2322	853.9545288
2323	853.755778
2324	853.5393827
2325	853.318704
2326	853.1119109
2327	852.8959413
2328	852.6921872
2329	852.466433
2330	852.2514895
2331	851.9848755
2332	851.7754248
2333	851.6212065
2334	851.3939153
2335	851.1665651
2336	850.9058693
2337	850.6892198
2338	850.4771828
2339	850.2174561
2340	849.9843995
2341	849.7597554
2342	849.5532611
2343	849.3381855
2344	849.1271491
2345	848.9149356
2346	848.6851101
2347	848.4735843
2348	848.277157
2349	848.0244037
2350	847.7685068
2351	847.5542876
2352	847.2957369
2353	847.137211
2354	846.9048477
2355	846.715849
2356	846.459912
2357	846.2278584
2358	845.9939225
2359	845.7405652
2360	845.5362962
2361	845.3257697
2362	845.1313146
2363	844.9128682
2364	844.6979275
2365	844.472064
2366	844.2576875
2367	844.0575494
2368	843.8659258
2369	843.6155335
2370	843.3443959
2371	843.1728338
2372	842.9832607
2373	842.771168
2374	842.5547113
2375	842.2889584
2376	842.0575676
2377	841.8751595
2378	841.6988993
2379	841.4828898
2380	841.2522652
2381	841.0333431
2382	840.800652
2383	840.6000953
2384	840.4053502
2385	840.1807605
2386	839.9603714
2387	839.7749416
2388	839.5454719
2389	839.3590883
2390	839.1106761
2391	838.9012745
2392	838.6582306
2393	838.4875406
2394	838.2279587
2395	837.9815392
2396	837.7851717
2397	837.5740287
2398	837.326047
2399	837.0929852
2400	836.919066
2401	836.6751082
2402	836.4772518
2403	836.2959057
2404	836.0960372
2405	835.883857
2406	835.6531883
2407	835.402852
2408	835.179525
2409	834.9700376
2410	834.8051739
2411	834.6173336
2412	834.3479126
2413	834.1765468
2414	833.9592969
2415	833.7771514
2416	833.5772542
2417	833.3507665
2418	833.1432816
2419	832.9523441
2420	832.7315472
2421	832.5600363
2422	832.321565
2423	832.132696
2424	831.8989332
2425	831.6467542
2426	831.4208375
2427	831.2242523
2428	831.0145757
2429	830.8244196
2430	830.5762623
2431	830.3618514
2432	830.1032869
2433	829.9190981
2434	829.7591846
2435	829.5207667
2436	829.3014617
2437	829.124247
2438	828.9343239
2439	828.7128251
2440	828.4797349
2441	828.2595274
2442	828.0075075
2443	827.8120727
2444	827.6495053
2445	827.4289055
2446	827.2219753
2447	827.0099295
2448	826.8071813
2449	826.6068698
2450	826.3962224
2451	826.1846929
2452	825.9528588
2453	825.7622441
2454	825.5698222
2455	825.3172432
2456	825.1184019
2457	824.8948803
2458	824.6653084
2459	824.4648777
2460	824.2417137
2461	824.0500848
2462	823.8401733
2463	823.668933
2464	823.4611365
2465	823.2203559
2466	823.0059938
2467	822.8126601
2468	822.623296
2469	822.4193976
2470	822.1865642
2471	821.9214897
2472	821.7178658
2473	821.5134912
2474	821.2986708
2475	821.0624279
2476	820.9182034
2477	820.7197587
2478	820.4940125
2479	820.2421679
2480	820.0729293
2481	819.8513495
2482	819.6325797
2483	819.4295524
2484	819.2303107
2485	818.9857321
2486	818.7426248
2487	818.5454863
2488	818.334885
2489	818.105591
2490	817.9262859
2491	817.7086671
2492	817.4886997
2493	817.2920639
2494	817.0862965
2495	816.8734551
2496	816.6690658
2497	816.4277617
2498	816.1887707
2499	815.9740133
2500	815.7855419
2501	815.5953673
2502	815.3806899
2503	815.1902785
2504	814.9946132
2505	814.7986246
2506	814.6065896
2507	814.3836237
2508	814.1921675
2509	814.0209852
2510	813.8235557
2511	813.6552221
2512	813.4268399
2513	813.2036061
2514	813.0040632
2515	812.8138403
2516	812.646126
2517	812.4423534
2518	812.2329296
2519	812.0182294
2520	811.8352504
2521	811.6352796
2522	811.40462
2523	811.2104748
2524	811.0196886
2525	810.8083174
2526	810.6641824
2527	810.4583237
2528	810.2637185
2529	810.0830681
2530	809.918651
2531	809.7272568
2532	809.5793024
2533	809.4023864
2534	809.2251127
2535	809.0390824
2536	808.8410407
2537	808.6580027
2538	808.4509636
2539	808.2435865
2540	808.0144383
2541	807.8393176
2542	807.6386537
2543	807.454847
2544	807.2611541
2545	807.0767118
2546	806.8912375
2547	806.6965264
2548	806.5180544
2549	806.3151699
2550	806.125681
2551	805.8971142
2552	805.6741099
2553	805.5289275
2554	805.3157864
2555	805.0924492
2556	804.9403472
2557	804.771332
2558	804.5760787
2559	804.3581278
2560	804.1625472
2561	803.9569278
2562	803.7453592
2563	803.5628715
2564	803.3789817
2565	803.189599
2566	802.9944425
2567	802.8070416
2568	802.6089045
2569	802.4366435
2570	802.2200802
2571	801.9884247
2572	801.7894288
2573	801.5544048
2574	801.3865317
2575	801.1935743
2576	801.0108908
2577	800.8070863
2578	800.6410626
2579	800.4495067
2580	800.2603345
2581	800.0610744
2582	799.8861261
2583	799.7173855
2584	799.5320864
2585	799.3412776
2586	799.1766993
2587	799.0063376
2588	798.8449321
2589	798.6723269
2590	798.4587604
2591	798.2669097
2592	798.0758277
2593	797.8777757
2594	797.6976748
2595	797.500475
2596	797.3172632
2597	797.1082028
2598	796.9226103
2599	796.74947
2600	796.5992061
2601	796.3753402
2602	796.1861134
2603	796.0241469
2604	795.8173662
2605	795.6000159
2606	795.4307402
2607	795.2378543
2608	795.0456455
2609	794.8291087
2610	794.6419536
2611	794.4506788
2612	794.2905749
2613	794.1406347
2614	793.9189644
2615	793.74946
2616	793.5801299
2617	793.3698533
2618	793.175633
2619	793.0280353
2620	792.8589762
2621	792.6431657
2622	792.4336355
2623	792.2580851
2624	792.0470714
2625	791.8356365
2626	791.6720518
2627	791.4884768
2628	791.3209483
2629	791.1162863
2630	790.9885498
2631	790.775797
2632	790.598654
2633	790.367032
2634	790.1998253
2635	790.0592458
2636	789.8426999
2637	789.6527556
2638	789.4625786
2639	789.2877275
2640	789.0985093
2641	788.8931824
2642	788.7092134
2643	788.5337759
2644	788.325242
2645	788.1504648
2646	787.9597153
2647	787.7710024
2648	787.591251
2649	787.3900591
2650	787.2200874
2651	787.0334365
2652	786.87877
2653	786.6791062
2654	786.5030349
2655	786.3083381
2656	786.1403878
2657	785.9565312
2658	785.7957314
2659	785.6057405
2660	785.4596907
2661	785.2458344
2662	785.0578547
2663	784.8633573
2664	784.6681828
2665	784.485559
2666	784.3001003
2667	784.15536
2668	783.9696983
2669	783.8403778
2670	783.6616737
2671	783.4596843
2672	783.2543531
2673	783.060615
2674	782.8692377
2675	782.6834356
2676	782.507807
2677	782.3313977
2678	782.1515967
2679	781.9880904
2680	781.8192618
2681	781.6107243
2682	781.4435677
2683	781.2324992
2684	781.0866265
2685	780.9077855
2686	780.6986808
2687	780.5054208
2688	780.3383486
2689	780.1685919
2690	779.9406556
2691	779.7565724
2692	779.5674848
2693	779.3715042
2694	779.1879374
2695	779.0286652
2696	778.8687873
2697	778.6789127
2698	778.5142826
2699	778.3160984
2700	778.1351796
2701	777.9252207
2702	777.718169
2703	777.5463572
2704	777.330307
2705	777.1301991
2706	776.9433541
2707	776.7696741
2708	776.610631
2709	776.4654156
2710	776.2916093
2711	776.1098227
2712	775.923047
2713	775.7446117
2714	775.5662473
2715	775.3815102
2716	775.1975353
2717	775.0207434
2718	774.8492637
2719	774.6597086
2720	774.4771569
2721	774.2867473
2722	774.0942366
2723	773.9041809
2724	773.6940462
2725	773.5077741
2726	773.3033498
2727	773.133903
2728	772.9839386
2729	772.8189559
2730	772.6920746
2731	772.5343124
2732	772.3203639
2733	772.1660588
2734	772.0052086
2735	771.8412476
2736	771.6443183
2737	771.4364972
2738	771.245306
2739	771.0488813
2740	770.8704465
2741	770.692949
2742	770.5245269
2743	770.345317
2744	770.1559156
2745	769.9903501
2746	769.8077326
2747	769.6806795
2748	769.5161853
2749	769.3496897
2750	769.19338
2751	769.0196107
2752	768.8485402
2753	768.6757994
2754	768.5057794
2755	768.3351174
2756	768.1566492
2757	767.9385771
2758	767.7304574
2759	767.5601657
2760	767.4142828
2761	767.2721163
2762	767.1007228
2763	766.877122
2764	766.693272
2765	766.5461123
2766	766.3517201
2767	766.1512431
2768	765.9847366
2769	765.8274376
2770	765.66261
2771	765.4949008
2772	765.3118446
2773	765.1495067
2774	764.9299614
2775	764.7333819
2776	764.548373
2777	764.3698818
2778	764.1992475
2779	764.0262948
2780	763.8573367
2781	763.6784951
2782	763.4893612
2783	763.3156993
2784	763.1312569
2785	762.9700561
2786	762.8830583
2787	762.73882
2788	762.5820411
2789	762.3646536
2790	762.1862497
2791	762.0036553
2792	761.8473227
2793	761.6612492
2794	761.4926065
2795	761.3029843
2796	761.1506024
2797	760.9725157
2798	760.7920129
2799	760.6181179
2800	760.4266352
2801	760.2496468
2802	760.0796183
2803	759.8727222
2804	759.7058066
2805	759.5323339
2806	759.3477925
2807	759.1570247
2808	759.0112449
2809	758.8207711
2810	758.6573639
2811	758.4957719
2812	758.3029585
2813	758.1760506
2814	758.0155251
2815	757.8104005
2816	757.6874838
2817	757.4901918
2818	757.3299608
2819	757.1890654
2820	757.0358072
2821	756.8634413
2822	756.6509199
2823	756.4461605
2824	756.2524696
2825	756.08256
2826	755.9065215
2827	755.7715863
2828	755.6049294
2829	755.4330966
2830	755.2878149
2831	755.1084057
2832	754.9506749
2833	754.7759034
2834	754.5878116
2835	754.426857
2836	754.252242
2837	754.0842898
2838	753.9061309
2839	753.7668288
2840	753.6225169
2841	753.4599896
2842	753.2772747
2843	753.1171069
2844	752.9595931
2845	752.7919979
2846	752.614255
2847	752.4491528
2848	752.2876731
2849	752.1414422
2850	751.9620663
2851	751.8049291
2852	751.6197706
2853	751.4192944
2854	751.2470934
2855	751.062176
2856	750.884063
2857	750.7260832
2858	750.5797623
2859	750.4342445
2860	750.2475018
2861	750.0456525
2862	749.8752437
2863	749.7073089
2864	749.5336069
2865	749.4083001
2866	749.2318786
2867	749.0341788
2868	748.8804627
2869	748.718502
2870	748.5673316
2871	748.4349888
2872	748.2718972
2873	748.0836577
2874	747.9179785
2875	747.7802592
2876	747.6200668
2877	747.463185
2878	747.2916924
2879	747.1339521
2880	746.9693511
2881	746.8147475
2882	746.6577941
2883	746.4733507
2884	746.3289302
2885	746.1739308
2886	746.0425858
2887	745.86785
2888	745.729009
2889	745.5673697
2890	745.3903686
2891	745.2546498
2892	745.0713231
2893	744.9212272
2894	744.7986263
2895	744.6519704
2896	744.4967461
2897	744.3124806
2898	744.1462304
2899	744.0229254
2900	743.8823803
2901	743.7105412
2902	743.5407992
2903	743.370324
2904	743.1855081
2905	743.0111832
2906	742.8481609
2907	742.7275627
2908	742.5557876
2909	742.4031316
2910	742.206964
2911	742.0386386
2912	741.8993381
2913	741.7663693
2914	741.6037011
2915	741.4369981
2916	741.2915789
2917	741.1262126
2918	740.974942
2919	740.8311215
2920	740.6740244
2921	740.5487681
2922	740.3790304
2923	740.2364627
2924	740.0673181
2925	739.8993614
2926	739.7143252
2927	739.5053693
2928	739.3015592
2929	739.1902204
2930	739.0159891
2931	738.9022354
2932	738.7299338
2933	738.5938162
2934	738.4678372
2935	738.2948612
2936	738.1588055
2937	737.9970793
2938	737.8295607
2939	737.6625567
2940	737.5123268
2941	737.3668112
2942	737.2265225
2943	737.0670112
2944	736.8902063
2945	736.7197027
2946	736.5423372
2947	736.3600385
2948	736.2281217
2949	736.0689053
2950	735.9409885
2951	735.7663965
2952	735.6046571
2953	735.4764027
2954	735.3527898
2955	735.1964218
2956	735.009863
2957	734.8525892
2958	734.690162
2959	734.5714766
2960	734.3973948
2961	734.2439893
2962	734.0937669
2963	733.9337809
2964	733.77699
2965	733.6277014
2966	733.4675411
2967	733.3177523
2968	733.1915278
2969	733.0403228
2970	732.8623281
2971	732.7122365
2972	732.5706796
2973	732.3953343
2974	732.2343225
2975	732.0860565
2976	731.9411427
2977	731.7714052
2978	731.6074353
2979	731.461351
2980	731.3337035
2981	731.1791357
2982	731.0066088
2983	730.8398533
2984	730.6659776
2985	730.5339591
2986	730.3969356
2987	730.2213437
2988	730.062701
2989	729.9104789
2990	729.7755808
2991	729.5913183
2992	729.4399426
2993	729.2966444
2994	729.1638226
2995	729.0124851
2996	728.863755
2997	728.716886
2998	728.5713632
2999	728.404353
3000	728.250326
3001	728.1053696
3002	727.9668439
3003	727.7948225
3004	727.6018633
3005	727.4575358
3006	727.2919942
3007	727.1360473
3008	727.0090349
3009	726.8707359
3010	726.7434493
3011	726.5662481
3012	726.4169373
3013	726.2652818
3014	726.1178188
3015	725.9467459
3016	725.7769227
3017	725.6209968
3018	725.4527482
3019	725.3094113
3020	725.1774059
3021	724.9999369
3022	724.8511595
3023	724.7168512
3024	724.5640969
3025	724.4427259
3026	724.2940705
3027	724.1553357
3028	724.0235481
3029	723.8590899
3030	723.6781702
3031	723.5382217
3032	723.3725528
3033	723.2358614
3034	723.0662841
3035	722.9440929
3036	722.812677
3037	722.6554694
3038	722.5161434
3039	722.3758261
3040	722.2437174
3041	722.1050888
3042	721.9379634
3043	721.8307315
3044	721.6629143
3045	721.5013053
3046	721.3536551
3047	721.2064062
3048	721.0421184
3049	720.8657189
3050	720.7023708
3051	720.5611956
3052	720.4090848
3053	720.2528044
3054	720.1274472
3055	719.9955149
3056	719.818697
3057	719.6888197
3058	719.5551026
3059	719.3931485
3060	719.2263393
3061	719.0880889
3062	718.9485494
3063	718.7934552
3064	718.6454679
3065	718.4703138
3066	718.3025973
3067	718.1433936
3068	717.9869941
3069	717.8110678
3070	717.6825336
3071	717.5194462
3072	717.3853311
3073	717.2305926
3074	717.0474444
3075	716.9117298
3076	716.7631544
3077	716.6159536
3078	716.4831457
3079	716.337643
3080	716.1906408
3081	716.0321073
3082	715.8390096
3083	715.7008822
3084	715.5309597
3085	715.4356645
3086	715.3006493
3087	715.1648858
3088	715.0095848
3089	714.8836748
3090	714.7235087
3091	714.5975791
3092	714.4326651
3093	714.2947366
3094	714.1337177
3095	713.9874708
3096	713.85007
3097	713.701813
3098	713.5566497
3099	713.4100183
3100	713.273455
3101	713.1294953
3102	712.9716185
3103	712.8156646
3104	712.666128
3105	712.5091236
3106	712.3434273
3107	712.2213026
3108	712.056999
3109	711.9147809
3110	711.7601244
3111	711.5928869
3112	711.452865
3113	711.3226388
3114	711.1894661
3115	711.0528079
3116	710.9318979
3117	710.7611923
3118	710.6166183
3119	710.4794206
3120	710.326394
3121	710.1490687
3122	710.0074299
3123	709.8882978
3124	709.7736468
3125	709.6307274
3126	709.4988823
3127	709.3442949
3128	709.1756894
3129	709.0052386
3130	708.8814222
3131	708.7481148
3132	708.6251725
3133	708.4818575
3134	708.3967161
3135	708.302715
3136	708.1344574
3137	707.9679188
3138	707.8054114
3139	707.6295003
3140	707.4673776
3141	707.3118854
3142	707.1620382
3143	707.0205563
3144	706.89709
3145	706.759543
3146	706.6129256
3147	706.4595027
3148	706.3164638
3149	706.1852678
3150	706.0814759
3151	705.9350315
3152	705.8154665
3153	705.7021641
3154	705.5794569
3155	705.4591438
3156	705.3476285
3157	705.2012522
3158	705.0449986
3159	704.8868896
3160	704.7294644
3161	704.6158004
3162	704.4731872
3163	704.3630167
3164	704.212968
3165	704.0363163
3166	703.8939398
3167	703.7542343
3168	703.6046054
3169	703.4529741
3170	703.3054755
3171	703.1837801
3172	703.0630393
3173	702.9340131
3174	702.798648
3175	702.6895622
3176	702.5607865
3177	702.4200795
3178	702.2834849
3179	702.1455691
3180	702.0067947
3181	701.8571967
3182	701.7520999
3183	701.609583
3184	701.4683228
3185	701.3414163
3186	701.1615058
3187	701.0028285
3188	700.8734323
3189	700.7186667
3190	700.603977
3191	700.4706131
3192	700.3376441
3193	700.2193339
3194	700.0841105
3195	699.9305657
3196	699.7802797
3197	699.658777
3198	699.5134007
3199	699.3896771
3200	699.2491562
3201	699.1149634
3202	698.9785162
3203	698.865753
3204	698.7203399
3205	698.5856262
3206	698.462581
3207	698.3328306
3208	698.1769251
3209	698.0366154
3210	697.9061323
3211	697.7388081
3212	697.5901395
3213	697.4400793
3214	697.3026518
3215	697.2109154
3216	697.0841958
3217	696.9411655
3218	696.8012412
3219	696.6507533
3220	696.4729182
3221	696.3343338
3222	696.20975
3223	696.0515292
3224	695.9172012
3225	695.7562984
3226	695.6268543
3227	695.4933102
3228	695.339854
3229	695.2035609
3230	695.0686598
3231	694.916041
3232	694.7738956
3233	694.6405225
3234	694.4916547
