iter	RMSE
183	2113.685991
184	2112.637082
185	2111.365363
186	2109.980671
187	2108.556801
188	2107.169258
189	2105.938811
190	2104.694963
191	2103.380862
192	2102.301523
193	2100.949382
194	2099.71167
195	2098.43895
196	2097.0783
197	2095.688446
198	2094.408242
199	2093.136595
200	2091.839503
201	2090.672102
202	2089.377536
203	2088.08653
204	2086.870552
205	2085.663382
206	2084.354804
207	2083.064901
208	2081.751994
209	2080.43679
210	2079.149025
211	2077.853452
212	2076.642319
213	2075.435773
214	2074.276354
215	2073.039703
216	2071.936062
217	2070.758027
218	2069.424994
219	2068.047824
220	2066.678483
221	2065.463349
222	2064.205683
223	2062.906197
224	2061.883834
225	2060.596639
226	2059.379432
227	2058.145136
228	2056.834377
229	2055.75608
230	2054.389964
231	2053.246929
232	2052.216659
233	2051.010823
234	2049.674839
235	2048.320392
236	2047.135249
237	2045.940306
238	2044.605382
239	2043.324466
240	2042.15428
241	2040.828848
242	2039.677601
243	2038.393757
244	2037.06657
245	2035.830075
246	2034.621204
247	2033.381701
248	2032.291512
249	2030.971208
250	2029.737118
251	2028.69741
252	2027.506564
253	2026.152277
254	2024.851481
255	2023.711829
256	2022.418631
257	2021.162953
258	2019.913479
259	2018.679605
260	2017.394241
261	2016.23578
262	2015.004565
263	2013.85734
264	2012.686146
265	2011.440357
266	2010.135421
267	2008.970153
268	2007.822071
269	2006.524074
270	2005.276437
271	2004.032662
272	2002.757443
273	2001.721862
274	2000.671257
275	1999.491796
276	1998.270333
277	1997.21254
278	1996.032305
279	1994.824991
280	1993.690399
281	1992.397578
282	1991.079026
283	1989.853307
284	1988.727903
285	1987.608334
286	1986.406695
287	1985.162602
288	1983.927272
289	1982.855485
290	1981.59315
291	1980.552394
292	1979.429341
293	1978.236328
294	1977.00087
295	1975.844511
296	1974.656941
297	1973.460979
298	1972.293076
299	1971.110157
300	1969.782695
301	1968.594787
302	1967.558952
303	1966.351489
304	1965.259423
305	1964.086228
306	1963.104108
307	1961.822211
308	1960.659286
309	1959.491046
310	1958.238007
311	1957.015016
312	1955.99148
313	1954.885656
314	1953.806983
315	1952.627992
316	1951.37585
317	1950.410253
318	1949.115568
319	1947.990813
320	1946.82486
321	1945.677248
322	1944.443707
323	1943.428459
324	1942.232164
325	1941.141784
326	1939.875023
327	1938.799292
328	1937.639309
329	1936.535391
330	1935.304145
331	1934.342394
332	1933.314867
333	1932.207683
334	1930.978517
335	1929.907337
336	1928.712231
337	1927.589805
338	1926.441425
339	1925.21175
340	1924.102462
341	1922.889515
342	1921.601174
343	1920.539591
344	1919.404465
345	1918.371081
346	1917.371674
347	1916.188381
348	1915.06539
349	1913.85576
350	1912.603491
351	1911.422123
352	1910.299449
353	1909.100748
354	1907.863507
355	1906.848507
356	1905.666227
357	1904.6454
358	1903.506286
359	1902.36708
360	1901.333656
361	1900.176199
362	1899.057688
363	1898.008354
364	1896.776179
365	1895.935494
366	1894.889846
367	1893.809427
368	1892.80101
369	1891.668553
370	1890.701266
371	1889.519305
372	1888.469329
373	1887.424716
374	1886.319068
375	1885.24475
376	1884.209091
377	1883.041747
378	1882.021743
379	1881.014535
380	1880.03334
381	1878.953347
382	1877.917646
383	1876.993627
384	1876.03461
385	1875.055111
386	1873.912886
387	1872.898984
388	1871.809287
389	1870.814984
390	1869.632006
391	1868.475537
392	1867.308083
393	1866.187073
394	1865.089056
395	1863.968392
396	1863.082393
397	1862.1532
398	1861.053758
399	1859.845756
400	1858.698376
401	1857.667693
402	1856.608567
403	1855.409656
404	1854.338302
405	1853.1894
406	1852.199063
407	1851.141826
408	1849.978433
409	1849.051001
410	1848.106501
411	1846.974701
412	1845.858931
413	1844.741736
414	1843.635598
415	1842.567364
416	1841.500319
417	1840.593727
418	1839.552813
419	1838.552927
420	1837.41255
421	1836.442731
422	1835.457227
423	1834.37953
424	1833.344485
425	1832.262271
426	1831.281191
427	1830.140178
428	1829.196164
429	1828.241296
430	1827.158865
431	1826.255258
432	1825.250655
433	1824.132569
434	1823.090617
435	1821.981234
436	1820.996351
437	1819.818097
438	1818.78853
439	1817.728272
440	1816.70199
441	1815.564714
442	1814.462253
443	1813.43372
444	1812.472227
445	1811.422025
446	1810.353277
447	1809.306782
448	1808.219581
449	1807.219098
450	1806.31407
451	1805.501529
452	1804.594562
453	1803.676345
454	1802.62437
455	1801.59273
456	1800.620897
457	1799.672066
458	1798.610047
459	1797.532288
460	1796.574319
461	1795.525813
462	1794.495893
463	1793.463416
464	1792.442773
465	1791.607246
466	1790.634716
467	1789.598064
468	1788.536386
469	1787.547289
470	1786.397257
471	1785.469037
472	1784.481336
473	1783.598171
474	1782.607506
475	1781.579335
476	1780.532644
477	1779.636348
478	1778.795874
479	1777.826925
480	1776.825106
481	1775.816269
482	1774.808574
483	1773.799611
484	1772.873953
485	1771.882155
486	1770.922098
487	1769.989392
488	1769.021906
489	1768.084204
490	1767.080775
491	1766.088954
492	1765.163167
493	1764.08232
494	1763.159577
495	1762.195264
496	1761.176593
497	1760.234164
498	1759.248356
499	1758.287475
500	1757.298941
501	1756.300741
502	1755.298318
503	1754.294939
504	1753.275328
505	1752.357448
506	1751.26522
507	1750.328379
508	1749.534699
509	1748.597778
510	1747.509714
511	1746.508033
512	1745.524282
513	1744.548294
514	1743.527112
515	1742.572959
516	1741.693976
517	1740.846523
518	1739.825818
519	1738.876162
520	1737.914994
521	1737.122871
522	1736.03502
523	1735.059881
524	1734.103743
525	1733.220794
526	1732.290707
527	1731.309131
528	1730.397734
529	1729.572859
530	1728.660872
531	1727.717433
532	1726.870944
533	1725.787918
534	1724.78689
535	1723.941515
536	1722.958465
537	1722.137884
538	1721.233017
539	1720.322386
540	1719.517976
541	1718.510296
542	1717.517968
543	1716.659277
544	1715.74038
545	1714.869029
546	1713.941607
547	1712.891027
548	1711.974448
549	1710.990466
550	1710.125053
551	1709.087787
552	1708.17064
553	1707.272708
554	1706.375674
555	1705.420347
556	1704.565805
557	1703.75014
558	1702.752918
559	1701.873943
560	1700.8771
561	1699.832984
562	1698.937698
563	1697.997171
564	1697.106612
565	1696.190145
566	1695.296204
567	1694.343871
568	1693.490966
569	1692.579028
570	1691.549426
571	1690.686082
572	1689.713328
573	1688.676773
574	1687.740946
575	1686.828704
576	1685.87651
577	1684.957291
578	1684.096908
579	1683.12644
580	1682.194314
581	1681.330484
582	1680.50841
583	1679.520503
584	1678.537135
585	1677.742986
586	1676.7869
587	1675.900201
588	1674.900485
589	1674.058659
590	1673.170605
591	1672.20375
592	1671.283405
593	1670.320866
594	1669.365324
595	1668.57777
596	1667.659691
597	1666.839738
598	1665.92273
599	1665.100564
600	1664.306048
601	1663.354507
602	1662.417684
603	1661.473394
604	1660.456611
605	1659.484033
606	1658.617506
607	1657.749164
608	1656.825508
609	1655.816433
610	1654.973695
611	1654.158345
612	1653.338877
613	1652.504714
614	1651.621874
615	1650.77194
616	1649.833215
617	1648.941341
618	1648.082836
619	1647.223866
620	1646.363269
621	1645.548939
622	1644.657585
623	1643.849222
624	1643.039754
625	1642.157975
626	1641.273202
627	1640.41236
628	1639.693094
629	1638.84413
630	1637.960871
631	1637.236239
632	1636.436882
633	1635.457164
634	1634.673995
635	1633.662711
636	1632.910327
637	1632.164011
638	1631.234551
639	1630.56764
640	1629.596229
641	1628.686868
642	1627.905321
643	1627.066804
644	1626.13449
645	1625.258352
646	1624.375412
647	1623.569236
648	1622.794824
649	1621.903041
650	1620.951382
651	1620.112068
652	1619.276576
653	1618.453345
654	1617.537819
655	1616.633948
656	1615.865683
657	1615.011578
658	1614.11317
659	1613.300395
660	1612.469055
661	1611.74403
662	1610.890196
663	1610.132166
664	1609.259068
665	1608.399374
666	1607.535657
667	1606.62199
668	1605.858324
669	1604.980806
670	1604.094902
671	1603.171548
672	1602.27663
673	1601.443448
674	1600.575136
675	1599.744355
676	1598.852084
677	1598.072862
678	1597.271167
679	1596.459679
680	1595.821435
681	1594.990311
682	1594.170424
683	1593.296356
684	1592.502176
685	1591.668909
686	1590.665698
687	1589.813291
688	1589.068852
689	1588.170328
690	1587.262712
691	1586.477448
692	1585.621467
693	1584.68497
694	1583.842105
695	1583.039613
696	1582.102328
697	1581.358842
698	1580.593315
699	1579.740948
700	1578.913927
701	1578.004081
702	1577.137077
703	1576.281807
704	1575.462746
705	1574.678755
706	1573.899022
707	1573.06604
708	1572.246541
709	1571.34956
710	1570.520381
711	1569.634896
712	1568.804643
713	1568.025818
714	1567.216204
715	1566.442144
716	1565.757676
717	1565.014162
718	1564.194009
719	1563.503855
720	1562.632704
721	1561.89333
722	1561.000114
723	1560.171614
724	1559.369865
725	1558.435723
726	1557.629774
727	1556.770646
728	1555.966975
729	1555.060718
730	1554.235376
731	1553.539616
732	1552.752642
733	1551.989422
734	1551.360166
735	1550.631808
736	1549.831216
737	1548.998661
738	1548.06928
739	1547.220423
740	1546.444678
741	1545.625228
742	1544.794006
743	1543.941398
744	1543.071935
745	1542.281666
746	1541.449718
747	1540.7295
748	1539.895312
749	1539.130145
750	1538.323018
751	1537.561297
752	1536.698852
753	1535.843159
754	1535.125133
755	1534.385766
756	1533.586012
757	1532.807854
758	1531.982481
759	1531.297586
760	1530.523796
761	1529.738745
762	1528.898219
763	1528.121294
764	1527.297222
765	1526.572692
766	1525.696513
767	1524.915317
768	1524.275362
769	1523.601168
770	1522.948632
771	1522.229356
772	1521.507958
773	1520.811214
774	1519.935544
775	1519.115512
776	1518.411776
777	1517.588607
778	1516.777727
779	1516.040606
780	1515.318536
781	1514.489749
782	1513.865754
783	1513.108925
784	1512.372838
785	1511.691501
786	1510.878472
787	1510.11042
788	1509.392871
789	1508.685821
790	1507.994229
791	1507.185333
792	1506.474002
793	1505.785025
794	1505.050738
795	1504.218453
796	1503.487298
797	1502.731174
798	1501.946393
799	1501.139835
800	1500.349686
801	1499.612141
802	1498.979514
803	1498.259049
804	1497.49472
805	1496.706425
806	1495.954975
807	1495.168651
808	1494.37608
809	1493.589547
810	1492.852267
811	1492.060274
812	1491.381387
813	1490.591586
814	1489.823809
815	1489.087595
816	1488.414409
817	1487.765721
818	1487.053539
819	1486.363699
820	1485.66794
821	1484.95958
822	1484.1686
823	1483.368599
824	1482.656043
825	1481.903589
826	1481.094827
827	1480.487764
828	1479.836304
829	1479.06741
830	1478.40482
831	1477.6904
832	1476.900329
833	1476.139431
834	1475.380016
835	1474.66261
836	1473.921157
837	1473.196964
838	1472.516337
839	1471.747431
840	1470.983888
841	1470.192761
842	1469.45241
843	1468.742124
844	1468.028968
845	1467.30854
846	1466.485398
847	1465.707007
848	1464.95913
849	1464.186775
850	1463.425294
851	1462.641141
852	1462.007238
853	1461.21295
854	1460.451595
855	1459.645885
856	1458.916554
857	1458.364972
858	1457.61973
859	1456.959715
860	1456.160785
861	1455.454467
862	1454.738685
863	1454.032347
864	1453.497028
865	1452.882011
866	1452.111288
867	1451.396722
868	1450.717038
869	1450.019963
870	1449.309168
871	1448.561898
872	1447.771258
873	1447.022758
874	1446.254957
875	1445.488925
876	1444.817165
877	1444.114494
878	1443.479469
879	1442.733796
880	1442.05613
881	1441.341193
882	1440.778712
883	1440.073501
884	1439.349043
885	1438.663083
886	1437.980127
887	1437.336514
888	1436.618817
889	1435.912108
890	1435.307133
891	1434.627833
892	1433.988707
893	1433.24982
894	1432.563675
895	1431.775018
896	1431.058136
897	1430.383929
898	1429.674396
899	1428.955606
900	1428.230655
901	1427.564711
902	1426.862105
903	1426.129959
904	1425.517874
905	1424.874315
906	1424.170422
907	1423.471548
908	1422.711996
909	1421.921573
910	1421.316991
911	1420.678532
912	1420.069228
913	1419.345738
914	1418.650697
915	1417.913147
916	1417.155402
917	1416.420707
918	1415.720342
919	1415.036977
920	1414.411621
921	1413.769193
922	1413.082366
923	1412.427121
924	1411.634192
925	1411.022087
926	1410.29981
927	1409.677659
928	1408.976492
929	1408.34366
930	1407.829893
931	1407.196253
932	1406.515656
933	1405.797528
934	1405.191205
935	1404.623108
936	1403.944872
937	1403.328903
938	1402.665974
939	1401.936903
940	1401.252473
941	1400.60717
942	1399.922913
943	1399.294749
944	1398.628965
945	1397.951472
946	1397.388675
947	1396.687764
948	1396.095114
949	1395.395719
950	1394.752667
951	1394.117409
952	1393.542774
953	1392.926014
954	1392.286626
955	1391.728847
956	1391.139681
957	1390.526371
958	1389.966396
959	1389.262485
960	1388.59528
961	1387.965346
962	1387.37532
963	1386.778362
964	1386.118793
965	1385.424314
966	1384.75756
967	1384.112472
968	1383.486101
969	1382.922368
970	1382.177913
971	1381.49593
972	1380.786647
973	1380.138539
974	1379.513344
975	1378.94447
976	1378.327842
977	1377.81794
978	1377.163417
979	1376.488169
980	1375.922055
981	1375.181115
982	1374.505879
983	1373.963012
984	1373.278221
985	1372.69256
986	1372.014317
987	1371.305149
988	1370.651377
989	1370.10807
990	1369.454276
991	1368.777357
992	1368.141376
993	1367.480241
994	1366.87365
995	1366.270981
996	1365.643084
997	1365.016974
998	1364.3241
999	1363.803322
1000	1363.284539
1001	1362.651957
1002	1362.022253
1003	1361.372402
1004	1360.697399
1005	1360.159289
1006	1359.496388
1007	1358.845918
1008	1358.209442
1009	1357.59932
1010	1356.878584
1011	1356.321388
1012	1355.606655
1013	1355.071058
1014	1354.412978
1015	1353.835821
1016	1353.219302
1017	1352.63512
1018	1352.086939
1019	1351.458721
1020	1350.889293
1021	1350.397361
1022	1349.744717
1023	1349.142618
1024	1348.490332
1025	1347.944403
1026	1347.371948
1027	1346.7261
1028	1346.055615
1029	1345.468226
1030	1344.887336
1031	1344.28315
1032	1343.654096
1033	1343.001275
1034	1342.343047
1035	1341.695017
1036	1341.092893
1037	1340.484093
1038	1339.865717
1039	1339.205173
1040	1338.652441
1041	1338.099736
1042	1337.582899
1043	1336.952844
1044	1336.316125
1045	1335.647678
1046	1335.07431
1047	1334.376899
1048	1333.842472
1049	1333.263584
1050	1332.665325
1051	1332.063578
1052	1331.531346
1053	1330.878426
1054	1330.287472
1055	1329.673176
1056	1329.117493
1057	1328.486971
1058	1327.853994
1059	1327.268886
1060	1326.666576
1061	1326.105582
1062	1325.520131
1063	1324.968978
1064	1324.345278
1065	1323.689318
1066	1323.049395
1067	1322.534228
1068	1321.976749
1069	1321.374697
1070	1320.69167
1071	1320.018685
1072	1319.367326
1073	1318.762942
1074	1318.23128
1075	1317.696924
1076	1317.144854
1077	1316.508969
1078	1315.932227
1079	1315.390006
1080	1314.874655
1081	1314.268713
1082	1313.65071
1083	1313.01049
1084	1312.363062
1085	1311.719895
1086	1311.123303
1087	1310.479291
1088	1309.947514
1089	1309.296364
1090	1308.687915
1091	1308.194736
1092	1307.517249
1093	1306.910227
1094	1306.378142
1095	1305.836027
1096	1305.215694
1097	1304.646059
1098	1304.040795
1099	1303.51287
1100	1302.879463
1101	1302.284316
1102	1301.736104
1103	1301.0886
1104	1300.635668
1105	1300.060494
1106	1299.603469
1107	1299.047569
1108	1298.524843
1109	1297.863145
1110	1297.284533
1111	1296.730319
1112	1296.228528
1113	1295.658539
1114	1295.154741
1115	1294.602753
1116	1294.116157
1117	1293.503781
1118	1292.8848
1119	1292.302861
1120	1291.656211
1121	1291.038273
1122	1290.493182
1123	1289.9069
1124	1289.380208
1125	1288.742471
1126	1288.141605
1127	1287.563717
1128	1287.069904
1129	1286.509378
1130	1285.910657
1131	1285.335361
1132	1284.724215
1133	1284.156535
1134	1283.525603
1135	1282.911875
1136	1282.433683
1137	1281.991962
1138	1281.43138
1139	1280.861158
1140	1280.310121
1141	1279.703351
1142	1279.221473
1143	1278.692747
1144	1278.164784
1145	1277.586975
1146	1277.031649
1147	1276.450737
1148	1275.907739
1149	1275.41382
1150	1274.873238
1151	1274.340531
1152	1273.855738
1153	1273.265772
1154	1272.634854
1155	1272.024591
1156	1271.492007
1157	1271.017623
1158	1270.52486
1159	1269.99169
1160	1269.367613
1161	1268.888048
1162	1268.292837
1163	1267.679212
1164	1267.12694
1165	1266.613365
1166	1266.06052
1167	1265.604462
1168	1265.003987
1169	1264.499121
1170	1263.893024
1171	1263.365508
1172	1262.816955
1173	1262.2472
1174	1261.66784
1175	1261.043945
1176	1260.423345
1177	1259.989273
1178	1259.453056
1179	1258.942113
1180	1258.41675
1181	1257.809511
1182	1257.292727
1183	1256.764536
1184	1256.211718
1185	1255.687826
1186	1255.123994
1187	1254.509347
1188	1253.90572
1189	1253.336549
1190	1252.851352
1191	1252.273251
1192	1251.723163
1193	1251.146681
1194	1250.550136
1195	1249.991366
1196	1249.49404
1197	1248.953928
1198	1248.401191
1199	1247.811492
1200	1247.276466
1201	1246.84498
1202	1246.337783
1203	1245.825964
1204	1245.319171
1205	1244.762117
1206	1244.245797
1207	1243.755069
1208	1243.303541
1209	1242.775804
1210	1242.312337
1211	1241.745709
1212	1241.216991
1213	1240.687873
1214	1240.082749
1215	1239.598923
1216	1239.104728
1217	1238.555207
1218	1238.02156
1219	1237.455374
1220	1236.939166
1221	1236.486437
1222	1236.040948
1223	1235.603806
1224	1235.099609
1225	1234.679001
1226	1234.189443
1227	1233.630351
1228	1233.136505
1229	1232.629929
1230	1232.05794
1231	1231.507353
1232	1230.949839
1233	1230.466865
1234	1229.901398
1235	1229.357175
1236	1228.86875
1237	1228.368286
1238	1227.867811
1239	1227.427799
1240	1226.84995
1241	1226.349617
1242	1225.931252
1243	1225.344553
1244	1224.759937
1245	1224.286857
1246	1223.786007
1247	1223.236966
1248	1222.697395
1249	1222.222502
1250	1221.74056
1251	1221.225408
1252	1220.739161
1253	1220.244699
1254	1219.681934
1255	1219.162431
1256	1218.681597
1257	1218.187884
1258	1217.711713
1259	1217.303266
1260	1216.742523
1261	1216.146268
1262	1215.589799
1263	1215.181243
1264	1214.686598
1265	1214.136575
1266	1213.694047
1267	1213.224176
1268	1212.738119
1269	1212.210722
1270	1211.660101
1271	1211.239253
1272	1210.746176
1273	1210.246093
1274	1209.692069
1275	1209.189701
1276	1208.74075
1277	1208.191345
1278	1207.706085
1279	1207.151542
1280	1206.661534
1281	1206.232093
1282	1205.739925
1283	1205.273594
1284	1204.803917
1285	1204.255414
1286	1203.704008
1287	1203.234092
1288	1202.678143
1289	1202.160589
1290	1201.659706
1291	1201.216212
1292	1200.665238
1293	1200.181926
1294	1199.675718
1295	1199.18571
1296	1198.710859
1297	1198.224287
1298	1197.716989
1299	1197.221328
1300	1196.732148
1301	1196.252265
1302	1195.853079
1303	1195.389665
1304	1194.895854
1305	1194.440079
1306	1194.013294
1307	1193.52664
1308	1193.005133
1309	1192.529188
1310	1192.050252
1311	1191.617807
1312	1191.147336
1313	1190.671805
1314	1190.265951
1315	1189.777157
1316	1189.346892
1317	1188.819219
1318	1188.335834
1319	1187.902598
1320	1187.366932
1321	1186.876569
1322	1186.511167
1323	1186.047479
1324	1185.518234
1325	1185.143923
1326	1184.640806
1327	1184.169578
1328	1183.731443
1329	1183.242925
1330	1182.74062
1331	1182.243354
1332	1181.817872
1333	1181.28562
1334	1180.881708
1335	1180.407602
1336	1179.975296
1337	1179.448999
1338	1178.944523
1339	1178.497267
1340	1177.940743
1341	1177.472483
1342	1176.9599
1343	1176.514231
1344	1176.109174
1345	1175.671792
1346	1175.201298
1347	1174.678343
1348	1174.201167
1349	1173.691002
1350	1173.163654
1351	1172.617345
1352	1172.197547
1353	1171.704113
1354	1171.239825
1355	1170.682521
1356	1170.246154
1357	1169.78936
1358	1169.279721
1359	1168.839744
1360	1168.418389
1361	1167.994769
1362	1167.519684
1363	1167.115986
1364	1166.659049
1365	1166.197006
1366	1165.750323
1367	1165.31551
1368	1164.811525
1369	1164.350354
1370	1163.861756
1371	1163.394799
1372	1162.92715
1373	1162.486034
1374	1162.097305
1375	1161.659179
1376	1161.239319
1377	1160.745976
1378	1160.30188
1379	1159.818962
1380	1159.336267
1381	1158.847357
1382	1158.390759
1383	1158.011652
1384	1157.593725
1385	1157.14003
1386	1156.754857
1387	1156.316069
1388	1155.962539
1389	1155.491742
1390	1155.019209
1391	1154.583505
1392	1154.196123
1393	1153.724066
1394	1153.2426
1395	1152.733932
1396	1152.282035
1397	1151.843884
1398	1151.407872
1399	1151.047963
1400	1150.55287
1401	1150.08249
1402	1149.595434
1403	1149.1464
1404	1148.727812
1405	1148.240269
1406	1147.819183
1407	1147.361537
1408	1146.913563
1409	1146.43942
1410	1145.983724
1411	1145.487834
1412	1145.068361
1413	1144.591207
1414	1144.261662
1415	1143.772958
1416	1143.273988
1417	1142.88327
1418	1142.432926
1419	1141.977815
1420	1141.480486
1421	1141.08828
1422	1140.595407
1423	1140.138549
1424	1139.63556
1425	1139.26108
1426	1138.799595
1427	1138.388318
1428	1138.006274
1429	1137.538582
1430	1137.138955
1431	1136.71017
1432	1136.281601
1433	1135.833487
1434	1135.438797
1435	1134.951512
1436	1134.493876
1437	1134.019692
1438	1133.581679
1439	1133.130613
1440	1132.655728
1441	1132.249962
1442	1131.792432
1443	1131.298629
1444	1130.861991
1445	1130.431434
1446	1129.945551
1447	1129.539254
1448	1129.114885
1449	1128.659507
1450	1128.223088
1451	1127.794737
1452	1127.33529
1453	1126.944354
1454	1126.490566
1455	1126.08741
1456	1125.587875
1457	1125.138968
1458	1124.6914
1459	1124.176237
1460	1123.793172
1461	1123.376433
1462	1122.92503
1463	1122.456935
1464	1121.975007
1465	1121.5418
1466	1121.095788
1467	1120.685395
1468	1120.305399
1469	1119.920331
1470	1119.509427
1471	1119.173982
1472	1118.736336
1473	1118.341802
1474	1117.918217
1475	1117.529281
1476	1117.104711
1477	1116.596618
1478	1116.167354
1479	1115.713146
1480	1115.328591
1481	1114.885971
1482	1114.412872
1483	1113.914683
1484	1113.48874
1485	1113.004057
1486	1112.582036
1487	1112.192724
1488	1111.830354
1489	1111.349295
1490	1110.916316
1491	1110.438505
1492	1110.026687
1493	1109.631212
1494	1109.201432
1495	1108.790369
1496	1108.396502
1497	1107.997699
1498	1107.5436
1499	1107.100397
1500	1106.722194
1501	1106.355313
1502	1105.927199
1503	1105.463031
1504	1104.974377
1505	1104.623847
1506	1104.171456
1507	1103.699101
1508	1103.293276
1509	1102.911412
1510	1102.460043
1511	1102.039038
1512	1101.546129
1513	1101.081856
1514	1100.653488
1515	1100.244256
1516	1099.843714
1517	1099.427467
1518	1099.046213
1519	1098.64718
1520	1098.258145
1521	1097.912266
1522	1097.477192
1523	1097.024791
1524	1096.605665
1525	1096.202364
1526	1095.754083
1527	1095.322801
1528	1094.907875
1529	1094.487389
1530	1094.075559
1531	1093.656394
1532	1093.252154
1533	1092.898545
1534	1092.506465
1535	1092.129465
1536	1091.67863
1537	1091.27367
1538	1090.881252
1539	1090.474853
1540	1090.083076
1541	1089.59839
1542	1089.199473
1543	1088.82132
1544	1088.431429
1545	1088.037585
1546	1087.663673
1547	1087.30336
1548	1086.93482
1549	1086.527216
1550	1086.101282
1551	1085.745351
1552	1085.292582
1553	1084.847731
1554	1084.439599
1555	1084.088289
1556	1083.658259
1557	1083.253958
1558	1082.822023
1559	1082.435249
1560	1082.012407
1561	1081.599048
1562	1081.148257
1563	1080.749719
1564	1080.394065
1565	1080.013413
1566	1079.616003
1567	1079.192206
1568	1078.888142
1569	1078.504511
1570	1078.09619
1571	1077.728292
1572	1077.303801
1573	1076.903852
1574	1076.506221
1575	1076.070175
1576	1075.695848
1577	1075.287504
1578	1074.863672
1579	1074.488014
1580	1074.062016
1581	1073.760645
1582	1073.327278
1583	1072.942205
1584	1072.580319
1585	1072.167915
1586	1071.751565
1587	1071.357283
1588	1070.994612
1589	1070.63454
1590	1070.263632
1591	1069.882235
1592	1069.504624
1593	1069.097609
1594	1068.815009
1595	1068.524901
1596	1068.203948
1597	1067.824032
1598	1067.477642
1599	1067.189101
1600	1066.757864
1601	1066.327921
1602	1065.946962
1603	1065.559585
1604	1065.13588
1605	1064.701276
1606	1064.375469
1607	1063.941057
1608	1063.587707
1609	1063.191137
1610	1062.835972
1611	1062.46144
1612	1062.025003
1613	1061.611187
1614	1061.171136
1615	1060.79151
1616	1060.40554
1617	1060.106989
1618	1059.684414
1619	1059.266683
1620	1058.888799
1621	1058.565112
1622	1058.16533
1623	1057.814593
1624	1057.388412
1625	1056.987233
1626	1056.609905
1627	1056.239073
1628	1055.860918
1629	1055.48298
1630	1055.111384
1631	1054.704904
1632	1054.415993
1633	1053.982558
1634	1053.616022
1635	1053.290971
1636	1052.952557
1637	1052.614882
1638	1052.273162
1639	1051.854849
1640	1051.520556
1641	1051.161999
1642	1050.764373
1643	1050.423229
1644	1050.088978
1645	1049.793089
1646	1049.452072
1647	1049.113644
1648	1048.729546
1649	1048.305967
1650	1047.93057
1651	1047.603213
1652	1047.169194
1653	1046.760698
1654	1046.36769
1655	1045.952877
1656	1045.531054
1657	1045.191501
1658	1044.81385
1659	1044.480268
1660	1044.089613
1661	1043.765224
1662	1043.427658
1663	1043.116791
